Mean,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
67.75,88.82,60.61,87.16,56.69,38.8,53.66,62.04,61.5,74.41,59.52,86.22,67.69,49.18,88.37,74.81,75.31,86.48,54.71,61.27
