File Name,MIoU Prediction 1,MIoU Prediction 2,Delta MIoU
munster_000025_000019_gtFine_labelTrainIds.png,95.49,93.41,-2.08
munster_000026_000019_gtFine_labelTrainIds.png,92.17,93.81,1.64
munster_000027_000019_gtFine_labelTrainIds.png,95.1,91.15,-3.95
munster_000028_000019_gtFine_labelTrainIds.png,93.23,90.69,-2.54
munster_000029_000019_gtFine_labelTrainIds.png,94.61,93.28,-1.33
munster_000030_000019_gtFine_labelTrainIds.png,94.81,92.05,-2.76
munster_000031_000019_gtFine_labelTrainIds.png,94.31,92.99,-1.32
munster_000032_000019_gtFine_labelTrainIds.png,94.85,94.56,-0.29
munster_000033_000019_gtFine_labelTrainIds.png,95.14,92.21,-2.93
munster_000034_000019_gtFine_labelTrainIds.png,93.84,88.07,-5.77
munster_000035_000019_gtFine_labelTrainIds.png,95.21,94.08,-1.13
munster_000036_000019_gtFine_labelTrainIds.png,94.96,91.17,-3.79
munster_000037_000019_gtFine_labelTrainIds.png,91.06,89.78,-1.28
munster_000038_000019_gtFine_labelTrainIds.png,91.5,86.15,-5.34
munster_000039_000019_gtFine_labelTrainIds.png,91.12,90.06,-1.07
munster_000040_000019_gtFine_labelTrainIds.png,90.77,89.65,-1.11
munster_000041_000019_gtFine_labelTrainIds.png,56.09,77.58,21.49
munster_000042_000019_gtFine_labelTrainIds.png,66.07,90.38,24.31
munster_000043_000019_gtFine_labelTrainIds.png,95.28,93.62,-1.66
munster_000044_000019_gtFine_labelTrainIds.png,91.39,85.89,-5.5
munster_000045_000019_gtFine_labelTrainIds.png,93.86,91.72,-2.14
munster_000046_000019_gtFine_labelTrainIds.png,92.95,90.28,-2.67
munster_000047_000019_gtFine_labelTrainIds.png,96.3,95.73,-0.57
munster_000048_000019_gtFine_labelTrainIds.png,94.08,93.4,-0.67
munster_000049_000019_gtFine_labelTrainIds.png,89.2,87.56,-1.64
munster_000050_000019_gtFine_labelTrainIds.png,96.4,90.99,-5.41
munster_000051_000019_gtFine_labelTrainIds.png,94.21,92.53,-1.68
munster_000052_000019_gtFine_labelTrainIds.png,92.7,85.92,-6.78
munster_000053_000019_gtFine_labelTrainIds.png,95.87,92.26,-3.61
munster_000054_000019_gtFine_labelTrainIds.png,95.21,93.26,-1.95
munster_000055_000019_gtFine_labelTrainIds.png,95.87,94.49,-1.37
munster_000056_000019_gtFine_labelTrainIds.png,96.94,93.6,-3.35
munster_000057_000019_gtFine_labelTrainIds.png,95.2,93.46,-1.74
munster_000058_000019_gtFine_labelTrainIds.png,94.28,93.32,-0.96
munster_000059_000019_gtFine_labelTrainIds.png,93.29,89.16,-4.13
munster_000060_000019_gtFine_labelTrainIds.png,94.27,91.98,-2.3
munster_000061_000019_gtFine_labelTrainIds.png,92.95,91.78,-1.17
munster_000062_000019_gtFine_labelTrainIds.png,95.1,93.6,-1.51
munster_000063_000019_gtFine_labelTrainIds.png,96.48,93.93,-2.55
munster_000064_000019_gtFine_labelTrainIds.png,95.84,93.51,-2.33
munster_000065_000019_gtFine_labelTrainIds.png,94.51,90.17,-4.34
munster_000066_000019_gtFine_labelTrainIds.png,84.59,75.89,-8.7
munster_000067_000019_gtFine_labelTrainIds.png,94.56,79.2,-15.36
munster_000068_000019_gtFine_labelTrainIds.png,78.48,65.28,-13.2
munster_000069_000019_gtFine_labelTrainIds.png,91.61,87.99,-3.62
munster_000070_000019_gtFine_labelTrainIds.png,95.74,93.21,-2.54
munster_000071_000019_gtFine_labelTrainIds.png,91.4,90.3,-1.1
munster_000072_000019_gtFine_labelTrainIds.png,94.3,92.19,-2.11
munster_000073_000019_gtFine_labelTrainIds.png,92.65,91.26,-1.4
munster_000074_000019_gtFine_labelTrainIds.png,94.56,92.05,-2.51
munster_000075_000019_gtFine_labelTrainIds.png,95.28,92.56,-2.71
munster_000076_000019_gtFine_labelTrainIds.png,93.74,92.62,-1.12
munster_000077_000019_gtFine_labelTrainIds.png,81.67,70.73,-10.94
munster_000078_000019_gtFine_labelTrainIds.png,93.24,89.44,-3.8
munster_000079_000019_gtFine_labelTrainIds.png,95.61,93.45,-2.16
munster_000080_000019_gtFine_labelTrainIds.png,95.32,93.29,-2.02
munster_000081_000019_gtFine_labelTrainIds.png,93.36,90.12,-3.24
munster_000082_000019_gtFine_labelTrainIds.png,71.57,88.59,17.03
munster_000083_000019_gtFine_labelTrainIds.png,95.61,92.2,-3.41
munster_000084_000019_gtFine_labelTrainIds.png,95.61,92.46,-3.14
munster_000085_000019_gtFine_labelTrainIds.png,93.32,91.68,-1.65
munster_000086_000019_gtFine_labelTrainIds.png,87.53,88.21,0.68
munster_000087_000019_gtFine_labelTrainIds.png,94.17,92.31,-1.85
munster_000088_000019_gtFine_labelTrainIds.png,92.37,89.77,-2.6
munster_000089_000019_gtFine_labelTrainIds.png,89.96,90.67,0.71
munster_000090_000019_gtFine_labelTrainIds.png,91.51,90.59,-0.92
munster_000091_000019_gtFine_labelTrainIds.png,96.79,91.23,-5.56
munster_000092_000019_gtFine_labelTrainIds.png,95.98,91.44,-4.54
munster_000093_000019_gtFine_labelTrainIds.png,94.47,92.12,-2.35
munster_000094_000019_gtFine_labelTrainIds.png,94.82,92.2,-2.61
munster_000095_000019_gtFine_labelTrainIds.png,92.65,93.61,0.95
munster_000096_000019_gtFine_labelTrainIds.png,94.47,92.89,-1.58
munster_000097_000019_gtFine_labelTrainIds.png,91.99,88.71,-3.29
munster_000098_000019_gtFine_labelTrainIds.png,95.58,93.72,-1.86
munster_000099_000019_gtFine_labelTrainIds.png,95.68,93.29,-2.39
munster_000100_000019_gtFine_labelTrainIds.png,88.27,81.34,-6.94
munster_000101_000019_gtFine_labelTrainIds.png,93.05,91.07,-1.98
munster_000102_000019_gtFine_labelTrainIds.png,91.08,89.1,-1.98
munster_000103_000019_gtFine_labelTrainIds.png,91.47,89.7,-1.77
munster_000104_000019_gtFine_labelTrainIds.png,90.75,89.92,-0.83
munster_000105_000019_gtFine_labelTrainIds.png,82.62,73.89,-8.73
munster_000106_000019_gtFine_labelTrainIds.png,95.54,92.28,-3.26
munster_000107_000019_gtFine_labelTrainIds.png,95.66,92.99,-2.66
munster_000108_000019_gtFine_labelTrainIds.png,95.58,91.98,-3.61
munster_000109_000019_gtFine_labelTrainIds.png,94.48,88.46,-6.02
munster_000110_000019_gtFine_labelTrainIds.png,94.57,93.5,-1.08
munster_000111_000019_gtFine_labelTrainIds.png,94.49,92.42,-2.08
munster_000112_000019_gtFine_labelTrainIds.png,94.5,93.97,-0.53
munster_000113_000019_gtFine_labelTrainIds.png,95.0,92.96,-2.05
munster_000114_000019_gtFine_labelTrainIds.png,95.47,93.33,-2.14
munster_000115_000019_gtFine_labelTrainIds.png,89.46,85.86,-3.6
munster_000116_000019_gtFine_labelTrainIds.png,94.57,93.97,-0.61
munster_000117_000019_gtFine_labelTrainIds.png,92.42,89.41,-3.02
munster_000118_000019_gtFine_labelTrainIds.png,94.22,92.36,-1.86
munster_000119_000019_gtFine_labelTrainIds.png,91.22,91.23,0.02
munster_000120_000019_gtFine_labelTrainIds.png,93.65,93.3,-0.35
munster_000121_000019_gtFine_labelTrainIds.png,89.98,88.81,-1.17
munster_000122_000019_gtFine_labelTrainIds.png,79.72,78.7,-1.01
munster_000123_000019_gtFine_labelTrainIds.png,94.11,93.35,-0.76
munster_000124_000019_gtFine_labelTrainIds.png,94.33,92.09,-2.25
munster_000125_000019_gtFine_labelTrainIds.png,96.08,83.31,-12.77
munster_000126_000019_gtFine_labelTrainIds.png,94.15,91.37,-2.78
munster_000127_000019_gtFine_labelTrainIds.png,91.46,91.92,0.46
munster_000128_000019_gtFine_labelTrainIds.png,91.75,89.54,-2.2
munster_000129_000019_gtFine_labelTrainIds.png,92.34,90.64,-1.7
munster_000130_000019_gtFine_labelTrainIds.png,95.08,75.36,-19.71
munster_000131_000019_gtFine_labelTrainIds.png,88.72,85.21,-3.5
munster_000132_000019_gtFine_labelTrainIds.png,94.05,93.6,-0.45
munster_000133_000019_gtFine_labelTrainIds.png,95.79,73.14,-22.65
munster_000134_000019_gtFine_labelTrainIds.png,96.43,94.42,-2.0
munster_000135_000019_gtFine_labelTrainIds.png,93.9,89.62,-4.29
munster_000136_000019_gtFine_labelTrainIds.png,91.78,87.4,-4.38
munster_000137_000019_gtFine_labelTrainIds.png,94.64,95.13,0.5
munster_000138_000019_gtFine_labelTrainIds.png,93.25,90.26,-2.99
munster_000139_000019_gtFine_labelTrainIds.png,68.7,84.51,15.81
munster_000140_000019_gtFine_labelTrainIds.png,71.04,93.53,22.48
munster_000141_000019_gtFine_labelTrainIds.png,66.74,82.54,15.8
munster_000142_000019_gtFine_labelTrainIds.png,69.02,93.39,24.37
munster_000143_000019_gtFine_labelTrainIds.png,65.05,90.16,25.11
munster_000144_000019_gtFine_labelTrainIds.png,60.11,85.52,25.4
munster_000145_000019_gtFine_labelTrainIds.png,54.84,68.8,13.96
munster_000146_000019_gtFine_labelTrainIds.png,55.89,61.8,5.91
munster_000147_000019_gtFine_labelTrainIds.png,61.97,91.55,29.58
munster_000148_000019_gtFine_labelTrainIds.png,96.26,62.17,-34.09
munster_000149_000019_gtFine_labelTrainIds.png,70.98,94.29,23.31
munster_000150_000019_gtFine_labelTrainIds.png,85.11,93.63,8.51
munster_000151_000019_gtFine_labelTrainIds.png,80.62,92.53,11.91
munster_000152_000019_gtFine_labelTrainIds.png,70.51,91.9,21.4
munster_000153_000019_gtFine_labelTrainIds.png,60.76,87.38,26.62
munster_000154_000019_gtFine_labelTrainIds.png,96.45,93.35,-3.1
munster_000155_000019_gtFine_labelTrainIds.png,92.01,89.81,-2.2
munster_000156_000019_gtFine_labelTrainIds.png,93.13,87.99,-5.14
munster_000157_000019_gtFine_labelTrainIds.png,96.37,92.95,-3.42
munster_000158_000019_gtFine_labelTrainIds.png,96.22,93.88,-2.34
munster_000159_000019_gtFine_labelTrainIds.png,92.33,92.37,0.04
munster_000160_000019_gtFine_labelTrainIds.png,94.38,94.68,0.3
munster_000161_000019_gtFine_labelTrainIds.png,96.48,90.8,-5.68
munster_000162_000019_gtFine_labelTrainIds.png,94.78,91.91,-2.87
munster_000163_000019_gtFine_labelTrainIds.png,95.81,94.01,-1.79
munster_000164_000019_gtFine_labelTrainIds.png,95.9,94.82,-1.08
munster_000165_000019_gtFine_labelTrainIds.png,94.37,94.49,0.12
munster_000166_000019_gtFine_labelTrainIds.png,94.56,90.08,-4.48
munster_000167_000019_gtFine_labelTrainIds.png,93.27,92.45,-0.82
munster_000168_000019_gtFine_labelTrainIds.png,95.45,92.74,-2.71
munster_000169_000019_gtFine_labelTrainIds.png,94.43,90.79,-3.64
munster_000170_000019_gtFine_labelTrainIds.png,93.04,89.8,-3.24
munster_000171_000019_gtFine_labelTrainIds.png,94.97,93.87,-1.09
munster_000172_000019_gtFine_labelTrainIds.png,95.12,94.4,-0.72
munster_000173_000019_gtFine_labelTrainIds.png,81.88,88.33,6.46
