File Name,MIoU Prediction 1,MIoU Prediction 2,Delta MIoU
frankfurt_000001_048355_gtFine_labelTrainIds.png,92.28,91.57,-0.71
frankfurt_000001_048654_gtFine_labelTrainIds.png,95.66,91.92,-3.75
frankfurt_000001_049078_gtFine_labelTrainIds.png,96.17,87.44,-8.73
frankfurt_000001_049209_gtFine_labelTrainIds.png,95.81,94.34,-1.48
frankfurt_000001_049298_gtFine_labelTrainIds.png,97.03,91.55,-5.49
frankfurt_000001_049698_gtFine_labelTrainIds.png,87.9,84.4,-3.5
frankfurt_000001_049770_gtFine_labelTrainIds.png,86.76,84.54,-2.23
frankfurt_000001_050149_gtFine_labelTrainIds.png,91.68,85.27,-6.41
frankfurt_000001_050686_gtFine_labelTrainIds.png,94.52,88.91,-5.61
frankfurt_000001_051516_gtFine_labelTrainIds.png,91.74,86.51,-5.22
frankfurt_000001_051737_gtFine_labelTrainIds.png,92.45,89.3,-3.15
frankfurt_000001_051807_gtFine_labelTrainIds.png,93.96,92.55,-1.41
frankfurt_000001_052120_gtFine_labelTrainIds.png,93.07,89.15,-3.92
frankfurt_000001_052594_gtFine_labelTrainIds.png,92.66,93.15,0.49
frankfurt_000001_053102_gtFine_labelTrainIds.png,92.22,93.03,0.81
frankfurt_000001_054077_gtFine_labelTrainIds.png,93.57,79.6,-13.97
frankfurt_000001_054219_gtFine_labelTrainIds.png,92.12,90.46,-1.67
frankfurt_000001_054415_gtFine_labelTrainIds.png,93.71,91.22,-2.49
frankfurt_000001_054640_gtFine_labelTrainIds.png,92.7,91.23,-1.46
frankfurt_000001_054884_gtFine_labelTrainIds.png,94.33,90.67,-3.66
frankfurt_000001_055062_gtFine_labelTrainIds.png,94.72,91.98,-2.74
frankfurt_000001_055172_gtFine_labelTrainIds.png,95.61,93.43,-2.18
frankfurt_000001_055306_gtFine_labelTrainIds.png,88.29,87.76,-0.53
frankfurt_000001_055387_gtFine_labelTrainIds.png,93.73,88.78,-4.95
frankfurt_000001_055538_gtFine_labelTrainIds.png,89.38,85.91,-3.47
frankfurt_000001_055603_gtFine_labelTrainIds.png,93.22,87.24,-5.98
frankfurt_000001_055709_gtFine_labelTrainIds.png,91.39,84.76,-6.63
frankfurt_000001_056580_gtFine_labelTrainIds.png,94.17,88.51,-5.67
frankfurt_000001_057181_gtFine_labelTrainIds.png,94.54,86.77,-7.77
frankfurt_000001_057478_gtFine_labelTrainIds.png,95.01,91.55,-3.46
frankfurt_000001_057954_gtFine_labelTrainIds.png,93.08,86.44,-6.64
frankfurt_000001_058057_gtFine_labelTrainIds.png,96.71,94.8,-1.91
frankfurt_000001_058176_gtFine_labelTrainIds.png,96.94,93.81,-3.12
frankfurt_000001_058504_gtFine_labelTrainIds.png,94.65,95.73,1.08
frankfurt_000001_058914_gtFine_labelTrainIds.png,92.77,91.36,-1.41
frankfurt_000001_059119_gtFine_labelTrainIds.png,92.62,92.81,0.19
frankfurt_000001_059642_gtFine_labelTrainIds.png,93.23,93.06,-0.18
frankfurt_000001_059789_gtFine_labelTrainIds.png,91.66,90.89,-0.77
frankfurt_000001_060135_gtFine_labelTrainIds.png,87.9,81.45,-6.45
frankfurt_000001_060422_gtFine_labelTrainIds.png,93.73,94.29,0.56
frankfurt_000001_060545_gtFine_labelTrainIds.png,94.48,93.78,-0.7
frankfurt_000001_060906_gtFine_labelTrainIds.png,93.1,88.73,-4.37
frankfurt_000001_061682_gtFine_labelTrainIds.png,96.19,92.98,-3.21
frankfurt_000001_061763_gtFine_labelTrainIds.png,97.6,93.24,-4.36
frankfurt_000001_062016_gtFine_labelTrainIds.png,95.79,93.61,-2.18
frankfurt_000001_062250_gtFine_labelTrainIds.png,93.36,93.48,0.12
frankfurt_000001_062396_gtFine_labelTrainIds.png,94.86,89.51,-5.35
frankfurt_000001_062509_gtFine_labelTrainIds.png,92.52,94.42,1.9
frankfurt_000001_062653_gtFine_labelTrainIds.png,93.06,90.11,-2.95
frankfurt_000001_062793_gtFine_labelTrainIds.png,95.4,88.85,-6.54
frankfurt_000001_063045_gtFine_labelTrainIds.png,92.63,88.54,-4.1
frankfurt_000001_064130_gtFine_labelTrainIds.png,92.43,93.38,0.95
frankfurt_000001_064305_gtFine_labelTrainIds.png,91.18,88.65,-2.53
frankfurt_000001_064651_gtFine_labelTrainIds.png,95.29,91.77,-3.52
frankfurt_000001_064798_gtFine_labelTrainIds.png,94.87,91.91,-2.96
frankfurt_000001_064925_gtFine_labelTrainIds.png,93.3,89.08,-4.22
frankfurt_000001_065160_gtFine_labelTrainIds.png,96.1,91.44,-4.66
frankfurt_000001_065617_gtFine_labelTrainIds.png,95.54,92.48,-3.06
frankfurt_000001_065850_gtFine_labelTrainIds.png,89.58,87.77,-1.81
frankfurt_000001_066092_gtFine_labelTrainIds.png,94.54,92.1,-2.44
frankfurt_000001_066438_gtFine_labelTrainIds.png,87.02,75.49,-11.53
frankfurt_000001_066574_gtFine_labelTrainIds.png,87.29,80.85,-6.44
frankfurt_000001_066832_gtFine_labelTrainIds.png,95.54,94.25,-1.29
frankfurt_000001_067092_gtFine_labelTrainIds.png,82.13,88.97,6.84
frankfurt_000001_067178_gtFine_labelTrainIds.png,88.83,85.75,-3.08
frankfurt_000001_067295_gtFine_labelTrainIds.png,95.51,92.49,-3.02
frankfurt_000001_067474_gtFine_labelTrainIds.png,97.26,93.96,-3.3
frankfurt_000001_067735_gtFine_labelTrainIds.png,92.93,91.08,-1.84
frankfurt_000001_068063_gtFine_labelTrainIds.png,93.8,89.27,-4.53
frankfurt_000001_068208_gtFine_labelTrainIds.png,93.69,90.01,-3.68
frankfurt_000001_068682_gtFine_labelTrainIds.png,94.01,92.34,-1.67
frankfurt_000001_068772_gtFine_labelTrainIds.png,94.74,91.19,-3.56
frankfurt_000001_069633_gtFine_labelTrainIds.png,94.38,87.86,-6.52
frankfurt_000001_070099_gtFine_labelTrainIds.png,79.54,89.94,10.41
frankfurt_000001_071288_gtFine_labelTrainIds.png,94.48,87.52,-6.96
frankfurt_000001_071781_gtFine_labelTrainIds.png,94.99,89.0,-5.98
frankfurt_000001_072155_gtFine_labelTrainIds.png,94.65,87.05,-7.6
frankfurt_000001_072295_gtFine_labelTrainIds.png,95.87,89.76,-6.11
frankfurt_000001_073088_gtFine_labelTrainIds.png,92.09,91.85,-0.23
frankfurt_000001_073243_gtFine_labelTrainIds.png,92.47,89.23,-3.24
frankfurt_000001_073464_gtFine_labelTrainIds.png,94.34,89.23,-5.11
frankfurt_000001_073911_gtFine_labelTrainIds.png,96.43,91.92,-4.51
frankfurt_000001_075296_gtFine_labelTrainIds.png,90.89,89.51,-1.38
frankfurt_000001_075984_gtFine_labelTrainIds.png,91.02,89.51,-1.51
frankfurt_000001_076502_gtFine_labelTrainIds.png,95.5,92.24,-3.26
frankfurt_000001_077092_gtFine_labelTrainIds.png,93.24,91.97,-1.28
frankfurt_000001_077233_gtFine_labelTrainIds.png,93.25,93.05,-0.21
frankfurt_000001_077434_gtFine_labelTrainIds.png,92.15,90.48,-1.67
frankfurt_000001_078803_gtFine_labelTrainIds.png,90.6,85.44,-5.16
frankfurt_000001_079206_gtFine_labelTrainIds.png,91.47,89.74,-1.74
frankfurt_000001_080091_gtFine_labelTrainIds.png,95.34,93.5,-1.84
frankfurt_000001_080391_gtFine_labelTrainIds.png,93.79,93.24,-0.55
frankfurt_000001_080830_gtFine_labelTrainIds.png,82.64,78.82,-3.82
frankfurt_000001_082087_gtFine_labelTrainIds.png,87.99,87.75,-0.24
frankfurt_000001_082466_gtFine_labelTrainIds.png,94.55,92.03,-2.52
frankfurt_000001_083029_gtFine_labelTrainIds.png,94.87,92.7,-2.17
frankfurt_000001_083199_gtFine_labelTrainIds.png,94.53,91.69,-2.84
frankfurt_000001_083852_gtFine_labelTrainIds.png,91.33,88.33,-3.0
lindau_000000_000019_gtFine_labelTrainIds.png,90.4,90.09,-0.31
lindau_000001_000019_gtFine_labelTrainIds.png,96.01,95.64,-0.37
lindau_000002_000019_gtFine_labelTrainIds.png,95.84,93.94,-1.91
lindau_000003_000019_gtFine_labelTrainIds.png,88.73,93.13,4.4
lindau_000004_000019_gtFine_labelTrainIds.png,89.39,95.85,6.46
lindau_000005_000019_gtFine_labelTrainIds.png,85.3,88.87,3.57
lindau_000006_000019_gtFine_labelTrainIds.png,88.72,92.97,4.26
lindau_000007_000019_gtFine_labelTrainIds.png,89.54,95.33,5.8
lindau_000008_000019_gtFine_labelTrainIds.png,96.21,91.88,-4.33
