File Name,MIoU Prediction 1,MIoU Prediction 2,Delta MIoU,MIoU Prediction 3,MIoU Prediction 4,Delta MIoU2
frankfurt_000000_014480_gtFine_labelTrainIds.png,94.3,93.24,-1.05,91.19,89.47,-1.72
frankfurt_000000_021667_gtFine_labelTrainIds.png,93.15,94.08,0.92,92.25,90.53,-1.72
munster_000053_000019_gtFine_labelTrainIds.png,95.87,92.26,-3.61,95.02,93.3,-1.72
frankfurt_000001_079206_gtFine_labelTrainIds.png,94.91,88.52,-6.38,91.47,89.74,-1.74
frankfurt_000001_016273_gtFine_labelTrainIds.png,94.83,89.5,-5.33,92.58,90.82,-1.76
munster_000098_000019_gtFine_labelTrainIds.png,95.58,93.72,-1.86,96.68,94.89,-1.79
frankfurt_000001_065850_gtFine_labelTrainIds.png,91.32,89.82,-1.5,89.58,87.77,-1.81
frankfurt_000001_024927_gtFine_labelTrainIds.png,95.05,89.42,-5.64,94.78,92.96,-1.82
frankfurt_000001_008200_gtFine_labelTrainIds.png,94.61,90.9,-3.71,94.22,92.39,-1.83
frankfurt_000000_000294_gtFine_labelTrainIds.png,96.76,91.18,-5.58,94.97,93.13,-1.84
frankfurt_000001_067735_gtFine_labelTrainIds.png,93.93,91.66,-2.27,92.93,91.08,-1.84
frankfurt_000001_080091_gtFine_labelTrainIds.png,95.28,91.97,-3.32,95.34,93.5,-1.84
frankfurt_000001_023369_gtFine_labelTrainIds.png,92.53,89.57,-2.96,91.44,89.56,-1.88
frankfurt_000001_058057_gtFine_labelTrainIds.png,95.84,93.23,-2.6,96.71,94.8,-1.91
lindau_000002_000019_gtFine_labelTrainIds.png,93,92.36,-0.63,95.84,93.94,-1.91
frankfurt_000000_001016_gtFine_labelTrainIds.png,94.95,92.59,-2.36,93.51,91.59,-1.92
munster_000033_000019_gtFine_labelTrainIds.png,95.14,92.21,-2.93,95.31,93.39,-1.92
munster_000061_000019_gtFine_labelTrainIds.png,92.95,91.78,-1.17,94.62,92.64,-1.97
lindau_000009_000019_gtFine_labelTrainIds.png,91.97,92.18,0.2,93.46,91.45,-2.01
munster_000030_000019_gtFine_labelTrainIds.png,94.81,92.05,-2.76,94.19,92.17,-2.02
munster_000052_000019_gtFine_labelTrainIds.png,92.7,85.92,-6.78,95.65,93.63,-2.02
frankfurt_000001_005898_gtFine_labelTrainIds.png,95.62,94.61,-1.02,95.96,93.89,-2.07
munster_000035_000019_gtFine_labelTrainIds.png,95.21,94.08,-1.13,96.96,94.88,-2.07
frankfurt_000000_013240_gtFine_labelTrainIds.png,94.22,87.63,-6.59,95.91,93.81,-2.1
frankfurt_000000_011074_gtFine_labelTrainIds.png,97.07,90.78,-6.29,90.2,88.08,-2.12
frankfurt_000001_042098_gtFine_labelTrainIds.png,88.13,89.02,0.89,83.6,81.46,-2.14
frankfurt_000001_083029_gtFine_labelTrainIds.png,95.87,95.73,-0.14,94.87,92.7,-2.17
frankfurt_000001_055172_gtFine_labelTrainIds.png,96.5,90.28,-6.21,95.61,93.43,-2.18
frankfurt_000001_062016_gtFine_labelTrainIds.png,96.84,96.64,-0.2,95.79,93.61,-2.18
frankfurt_000000_006589_gtFine_labelTrainIds.png,93.28,92.69,-0.59,92.41,90.2,-2.21
munster_000167_000019_gtFine_labelTrainIds.png,93.27,92.45,-0.82,94.51,92.3,-2.21
frankfurt_000001_049770_gtFine_labelTrainIds.png,89.2,85.85,-3.34,86.76,84.54,-2.23
munster_000015_000019_gtFine_labelTrainIds.png,94.51,93.54,-0.97,96.73,94.47,-2.26
munster_000048_000019_gtFine_labelTrainIds.png,94.08,93.4,-0.67,96.48,94.22,-2.26
munster_000115_000019_gtFine_labelTrainIds.png,89.46,85.86,-3.6,95.47,93.2,-2.26
frankfurt_000001_013710_gtFine_labelTrainIds.png,90.77,88.82,-1.95,86.91,84.63,-2.28
munster_000055_000019_gtFine_labelTrainIds.png,95.87,94.49,-1.37,96.63,94.35,-2.29
frankfurt_000000_005898_gtFine_labelTrainIds.png,95.24,94.64,-0.6,94,91.69,-2.31
frankfurt_000001_027325_gtFine_labelTrainIds.png,94.05,88.85,-5.2,94.4,92.04,-2.36
frankfurt_000001_021825_gtFine_labelTrainIds.png,92.54,89.77,-2.77,93.59,91.19,-2.4
frankfurt_000001_007285_gtFine_labelTrainIds.png,95.47,92.04,-3.43,93.68,91.24,-2.44
frankfurt_000001_066092_gtFine_labelTrainIds.png,94.14,92.22,-1.92,94.54,92.1,-2.44
frankfurt_000000_021879_gtFine_labelTrainIds.png,94.45,92.2,-2.24,95.64,93.19,-2.45
frankfurt_000001_028854_gtFine_labelTrainIds.png,94.5,92.56,-1.94,92.57,90.13,-2.45
frankfurt_000001_054415_gtFine_labelTrainIds.png,95.71,92.46,-3.26,93.71,91.22,-2.49
lindau_000012_000019_gtFine_labelTrainIds.png,92.95,84.35,-8.6,79.78,77.29,-2.5
frankfurt_000001_082466_gtFine_labelTrainIds.png,93.88,89.82,-4.06,94.55,92.03,-2.52
frankfurt_000001_064305_gtFine_labelTrainIds.png,92.65,89.38,-3.27,91.18,88.65,-2.53
frankfurt_000001_040732_gtFine_labelTrainIds.png,94.61,90.41,-4.2,95.17,92.64,-2.54
munster_000021_000019_gtFine_labelTrainIds.png,90.8,85.32,-5.48,90.91,88.36,-2.55
frankfurt_000001_038645_gtFine_labelTrainIds.png,90.81,89.07,-1.74,90.07,87.5,-2.57
frankfurt_000001_032556_gtFine_labelTrainIds.png,94.15,87.98,-6.17,94.79,92.21,-2.58
frankfurt_000001_012519_gtFine_labelTrainIds.png,94.81,88.36,-6.45,88.06,85.45,-2.61
frankfurt_000001_042384_gtFine_labelTrainIds.png,95.35,92.95,-2.4,93.97,91.37,-2.61
frankfurt_000001_020287_gtFine_labelTrainIds.png,93.67,90.52,-3.15,94.49,91.84,-2.65
frankfurt_000000_011461_gtFine_labelTrainIds.png,97.18,91.43,-5.75,95.64,92.98,-2.67
frankfurt_000001_055062_gtFine_labelTrainIds.png,93.56,90.25,-3.31,94.72,91.98,-2.74
frankfurt_000001_040575_gtFine_labelTrainIds.png,93.08,88.24,-4.84,94.03,91.27,-2.76
frankfurt_000001_004736_gtFine_labelTrainIds.png,96.03,93.28,-2.75,96.59,93.82,-2.77
frankfurt_000001_028590_gtFine_labelTrainIds.png,94.78,91.72,-3.06,95.18,92.38,-2.8
frankfurt_000001_032942_gtFine_labelTrainIds.png,96.77,92.11,-4.65,94.68,91.86,-2.82
lindau_000011_000019_gtFine_labelTrainIds.png,93.32,85.12,-8.2,85.97,83.14,-2.83
munster_000011_000019_gtFine_labelTrainIds.png,93.7,92.79,-0.92,95.99,93.16,-2.83
frankfurt_000000_012121_gtFine_labelTrainIds.png,93.04,88.99,-4.05,92.94,90.1,-2.84
frankfurt_000001_039895_gtFine_labelTrainIds.png,94.64,90.33,-4.31,95.77,92.92,-2.84
frankfurt_000001_083199_gtFine_labelTrainIds.png,95.65,95.44,-0.21,94.53,91.69,-2.84
frankfurt_000000_020321_gtFine_labelTrainIds.png,91.58,87.04,-4.54,94.11,91.26,-2.85
frankfurt_000000_003357_gtFine_labelTrainIds.png,94.08,94.47,0.39,94.1,91.23,-2.86
frankfurt_000001_007622_gtFine_labelTrainIds.png,92.44,91.57,-0.87,92.55,89.68,-2.87
frankfurt_000001_014221_gtFine_labelTrainIds.png,90.19,87.22,-2.97,88.63,85.73,-2.9
munster_000063_000019_gtFine_labelTrainIds.png,96.48,93.93,-2.55,96.73,93.84,-2.9
frankfurt_000001_023235_gtFine_labelTrainIds.png,94.94,90.98,-3.97,92.51,89.6,-2.91
frankfurt_000001_032018_gtFine_labelTrainIds.png,94.51,91.73,-2.78,91.86,88.92,-2.94
frankfurt_000001_062653_gtFine_labelTrainIds.png,94.27,89.23,-5.03,93.06,90.11,-2.95
frankfurt_000000_022797_gtFine_labelTrainIds.png,91.73,87.58,-4.16,90.15,87.2,-2.96
frankfurt_000001_064798_gtFine_labelTrainIds.png,96.89,90.86,-6.04,94.87,91.91,-2.96
frankfurt_000001_031266_gtFine_labelTrainIds.png,96.19,91.8,-4.38,95.89,92.93,-2.97
frankfurt_000001_014406_gtFine_labelTrainIds.png,95.55,92.66,-2.89,95.75,92.76,-2.99
frankfurt_000001_083852_gtFine_labelTrainIds.png,95.12,92.6,-2.52,91.33,88.33,-3
frankfurt_000001_067295_gtFine_labelTrainIds.png,92.49,92.76,0.27,95.51,92.49,-3.02
munster_000119_000019_gtFine_labelTrainIds.png,91.22,91.23,0.02,95.64,92.62,-3.02
munster_000131_000019_gtFine_labelTrainIds.png,88.72,85.21,-3.5,95.05,92.03,-3.02
frankfurt_000001_030067_gtFine_labelTrainIds.png,97.74,94.87,-2.87,95.25,92.22,-3.04
frankfurt_000001_012699_gtFine_labelTrainIds.png,94.76,90.71,-4.05,88.62,85.56,-3.06
frankfurt_000001_065617_gtFine_labelTrainIds.png,94.41,90.47,-3.95,95.54,92.48,-3.06
frankfurt_000001_046779_gtFine_labelTrainIds.png,94.36,93.57,-0.79,92.97,89.9,-3.07
frankfurt_000001_067178_gtFine_labelTrainIds.png,94.23,88.17,-6.05,88.83,85.75,-3.08
frankfurt_000000_001236_gtFine_labelTrainIds.png,93.25,93.39,0.14,93.85,90.75,-3.09
munster_000047_000019_gtFine_labelTrainIds.png,96.3,95.73,-0.57,96.57,93.47,-3.09
frankfurt_000001_058176_gtFine_labelTrainIds.png,95.82,91.13,-4.69,96.94,93.81,-3.12
frankfurt_000001_009854_gtFine_labelTrainIds.png,96.35,93.61,-2.74,96.61,93.48,-3.13
frankfurt_000001_051737_gtFine_labelTrainIds.png,94.28,89.25,-5.03,92.45,89.3,-3.15
frankfurt_000001_046126_gtFine_labelTrainIds.png,95.09,91.42,-3.67,95.55,92.39,-3.17
munster_000016_000019_gtFine_labelTrainIds.png,95.48,75.03,-20.45,96.61,93.43,-3.18
frankfurt_000001_061682_gtFine_labelTrainIds.png,94.05,92.71,-1.35,96.19,92.98,-3.21
frankfurt_000001_073243_gtFine_labelTrainIds.png,93.28,91.38,-1.9,92.47,89.23,-3.24
frankfurt_000001_076502_gtFine_labelTrainIds.png,94.3,90.89,-3.42,95.5,92.24,-3.26
frankfurt_000001_067474_gtFine_labelTrainIds.png,95.82,92.97,-2.85,97.26,93.96,-3.3
frankfurt_000000_020880_gtFine_labelTrainIds.png,92.77,90.04,-2.74,89.41,86.04,-3.37
frankfurt_000000_017228_gtFine_labelTrainIds.png,94.45,94.12,-0.34,96.03,92.59,-3.43
frankfurt_000000_017476_gtFine_labelTrainIds.png,96.19,95.73,-0.46,94.51,91.08,-3.43
frankfurt_000001_017101_gtFine_labelTrainIds.png,95.66,91.2,-4.46,96.9,93.47,-3.43
frankfurt_000001_035864_gtFine_labelTrainIds.png,95.23,92.21,-3.03,96.3,92.87,-3.43
frankfurt_000001_057478_gtFine_labelTrainIds.png,95.14,92.6,-2.54,95.01,91.55,-3.46
frankfurt_000001_055538_gtFine_labelTrainIds.png,91.25,91.33,0.07,89.38,85.91,-3.47
frankfurt_000001_019698_gtFine_labelTrainIds.png,95.47,91.43,-4.04,95.99,92.51,-3.48
frankfurt_000001_049698_gtFine_labelTrainIds.png,87.7,85.61,-2.09,87.9,84.4,-3.5
frankfurt_000001_017842_gtFine_labelTrainIds.png,90.14,89.26,-0.88,92.92,89.41,-3.51
frankfurt_000001_064651_gtFine_labelTrainIds.png,93.65,90.29,-3.36,95.29,91.77,-3.52
frankfurt_000001_021406_gtFine_labelTrainIds.png,97.83,92.81,-5.02,91.64,88.11,-3.54
frankfurt_000001_031416_gtFine_labelTrainIds.png,96.02,91.77,-4.25,96.27,92.7,-3.56
frankfurt_000001_068772_gtFine_labelTrainIds.png,95.44,94.38,-1.06,94.74,91.19,-3.56
frankfurt_000001_002646_gtFine_labelTrainIds.png,94.77,92.91,-1.87,95.32,91.73,-3.59
munster_000085_000019_gtFine_labelTrainIds.png,93.32,91.68,-1.65,96.39,92.79,-3.6
frankfurt_000001_029600_gtFine_labelTrainIds.png,94.67,76.67,-18,89.93,86.32,-3.62
frankfurt_000001_005703_gtFine_labelTrainIds.png,95.01,90.51,-4.5,94.34,90.72,-3.63
frankfurt_000001_054884_gtFine_labelTrainIds.png,94.32,91.78,-2.54,94.33,90.67,-3.66
frankfurt_000001_068208_gtFine_labelTrainIds.png,94.82,94.03,-0.78,93.69,90.01,-3.68
frankfurt_000001_044413_gtFine_labelTrainIds.png,89.02,88.47,-0.55,85.06,81.36,-3.7
frankfurt_000000_013942_gtFine_labelTrainIds.png,92.99,89.21,-3.78,94.78,91.06,-3.73
frankfurt_000001_048654_gtFine_labelTrainIds.png,95.4,92.75,-2.65,95.66,91.92,-3.75
frankfurt_000000_010351_gtFine_labelTrainIds.png,93.89,90.23,-3.66,93.98,90.21,-3.77
frankfurt_000000_004617_gtFine_labelTrainIds.png,91.56,92.17,0.61,95.35,91.54,-3.81
frankfurt_000001_080830_gtFine_labelTrainIds.png,90.5,66.74,-23.76,82.64,78.82,-3.82
munster_000017_000019_gtFine_labelTrainIds.png,96.97,75.69,-21.28,96.2,92.37,-3.84
frankfurt_000001_003056_gtFine_labelTrainIds.png,96.58,94.76,-1.82,96.36,92.48,-3.87
frankfurt_000001_044525_gtFine_labelTrainIds.png,94.88,92.15,-2.73,96.24,92.32,-3.92
frankfurt_000001_052120_gtFine_labelTrainIds.png,95.48,89,-6.48,93.07,89.15,-3.92
munster_000125_000019_gtFine_labelTrainIds.png,96.08,83.31,-12.77,95.62,91.68,-3.95
frankfurt_000000_008451_gtFine_labelTrainIds.png,93.57,93.1,-0.47,93.45,89.38,-4.08
frankfurt_000001_047178_gtFine_labelTrainIds.png,96.74,92.98,-3.75,93.82,89.72,-4.1
frankfurt_000001_063045_gtFine_labelTrainIds.png,91.01,88.44,-2.57,92.63,88.54,-4.1
frankfurt_000001_047552_gtFine_labelTrainIds.png,96.4,93.37,-3.03,94.15,90.03,-4.11
frankfurt_000001_041074_gtFine_labelTrainIds.png,92.76,90.25,-2.51,86.02,81.9,-4.13
frankfurt_000000_015676_gtFine_labelTrainIds.png,92.6,86.53,-6.07,93.76,89.61,-4.15
frankfurt_000000_016286_gtFine_labelTrainIds.png,89.64,95.31,5.67,94.9,90.74,-4.15
frankfurt_000001_007407_gtFine_labelTrainIds.png,88.53,86.66,-1.87,91.06,86.88,-4.18
frankfurt_000001_064925_gtFine_labelTrainIds.png,95.26,92.56,-2.7,93.3,89.08,-4.22
frankfurt_000000_008206_gtFine_labelTrainIds.png,93.66,91.38,-2.28,95.16,90.89,-4.27
lindau_000008_000019_gtFine_labelTrainIds.png,92.53,92.55,0.02,96.21,91.88,-4.33
lindau_000055_000019_gtFine_labelTrainIds.png,90.42,88.44,-1.98,93.26,88.92,-4.34
frankfurt_000001_016029_gtFine_labelTrainIds.png,92.96,88.76,-4.2,95.03,90.67,-4.35
frankfurt_000001_061763_gtFine_labelTrainIds.png,96.56,93.68,-2.88,97.6,93.24,-4.36
frankfurt_000001_060906_gtFine_labelTrainIds.png,95.73,95.03,-0.7,93.1,88.73,-4.37
frankfurt_000001_025713_gtFine_labelTrainIds.png,91.88,90.4,-1.47,94.12,89.74,-4.38
frankfurt_000001_005410_gtFine_labelTrainIds.png,95.23,90.42,-4.81,93.94,89.51,-4.43
frankfurt_000001_048196_gtFine_labelTrainIds.png,95.62,93.2,-2.42,93.24,88.77,-4.48
frankfurt_000001_073911_gtFine_labelTrainIds.png,95.66,91.98,-3.68,96.43,91.92,-4.51
frankfurt_000001_068063_gtFine_labelTrainIds.png,95.4,95.21,-0.2,93.8,89.27,-4.53
frankfurt_000001_030310_gtFine_labelTrainIds.png,96.7,92.01,-4.69,95.87,91.27,-4.6
frankfurt_000001_044227_gtFine_labelTrainIds.png,90.95,92.21,1.26,85.27,80.64,-4.63
frankfurt_000000_015389_gtFine_labelTrainIds.png,93.45,89.31,-4.14,93.46,88.82,-4.65
frankfurt_000001_065160_gtFine_labelTrainIds.png,95.65,94.05,-1.61,96.1,91.44,-4.66
frankfurt_000001_025921_gtFine_labelTrainIds.png,90.47,88.58,-1.9,94.34,89.51,-4.84
frankfurt_000001_004327_gtFine_labelTrainIds.png,93.61,90.72,-2.89,94.89,89.99,-4.9
frankfurt_000001_055387_gtFine_labelTrainIds.png,95.38,93.79,-1.59,93.73,88.78,-4.95
frankfurt_000000_003920_gtFine_labelTrainIds.png,91.53,86.92,-4.61,93.16,88.14,-5.02
frankfurt_000001_044658_gtFine_labelTrainIds.png,96.23,93.05,-3.18,93.76,88.71,-5.06
munster_000065_000019_gtFine_labelTrainIds.png,94.51,90.17,-4.34,96.1,91.01,-5.09
frankfurt_000001_073464_gtFine_labelTrainIds.png,95.9,95.47,-0.44,94.34,89.23,-5.11
frankfurt_000001_078803_gtFine_labelTrainIds.png,93.42,87.65,-5.77,90.6,85.44,-5.16
frankfurt_000001_051516_gtFine_labelTrainIds.png,91.04,95.54,4.5,91.74,86.51,-5.22
lindau_000053_000019_gtFine_labelTrainIds.png,90.5,89.69,-0.81,97.84,92.63,-5.22
frankfurt_000001_062396_gtFine_labelTrainIds.png,95,91.66,-3.33,94.86,89.51,-5.35
frankfurt_000000_020215_gtFine_labelTrainIds.png,93.77,92.42,-1.35,94.69,89.25,-5.43
frankfurt_000001_049298_gtFine_labelTrainIds.png,97.38,95.8,-1.58,97.03,91.55,-5.49
frankfurt_000001_020693_gtFine_labelTrainIds.png,94.56,93.55,-1.01,93.8,88.3,-5.5
frankfurt_000001_019854_gtFine_labelTrainIds.png,93.94,91.94,-1.99,96.57,91.06,-5.51
frankfurt_000001_050686_gtFine_labelTrainIds.png,90.53,88.93,-1.59,94.52,88.91,-5.61
frankfurt_000001_015768_gtFine_labelTrainIds.png,97.33,75.29,-22.04,91.75,86.1,-5.65
frankfurt_000001_046504_gtFine_labelTrainIds.png,94.59,91.49,-3.1,95.01,89.36,-5.65
frankfurt_000001_056580_gtFine_labelTrainIds.png,95.24,92.84,-2.41,94.17,88.51,-5.67
frankfurt_000001_025512_gtFine_labelTrainIds.png,91.49,90.62,-0.87,94.94,89.12,-5.83
frankfurt_000001_055603_gtFine_labelTrainIds.png,96.78,95.3,-1.48,93.22,87.24,-5.98
frankfurt_000001_071781_gtFine_labelTrainIds.png,93.4,92.11,-1.28,94.99,89,-5.98
frankfurt_000000_011007_gtFine_labelTrainIds.png,91.92,87.39,-4.52,94.5,88.41,-6.09
frankfurt_000001_072295_gtFine_labelTrainIds.png,93.88,93.22,-0.66,95.87,89.76,-6.11
frankfurt_000001_041354_gtFine_labelTrainIds.png,92.45,89.75,-2.7,84.08,77.75,-6.32
frankfurt_000000_010763_gtFine_labelTrainIds.png,96.96,96.48,-0.48,93.03,86.68,-6.35
frankfurt_000001_050149_gtFine_labelTrainIds.png,91.51,91.99,0.48,91.68,85.27,-6.41
frankfurt_000001_066574_gtFine_labelTrainIds.png,84.85,81.77,-3.08,87.29,80.85,-6.44
frankfurt_000001_014565_gtFine_labelTrainIds.png,93.45,88.11,-5.34,93.64,87.18,-6.45
frankfurt_000001_060135_gtFine_labelTrainIds.png,95.64,93.39,-2.25,87.9,81.45,-6.45
frankfurt_000001_069633_gtFine_labelTrainIds.png,96.64,92.38,-4.26,94.38,87.86,-6.52
frankfurt_000001_062793_gtFine_labelTrainIds.png,96.11,90.17,-5.94,95.4,88.85,-6.54
frankfurt_000001_055709_gtFine_labelTrainIds.png,94.28,91.63,-2.65,91.39,84.76,-6.63
frankfurt_000001_028232_gtFine_labelTrainIds.png,94.4,87.83,-6.57,93.72,87.08,-6.64
frankfurt_000001_057954_gtFine_labelTrainIds.png,93.16,89.74,-3.42,93.08,86.44,-6.64
frankfurt_000001_044787_gtFine_labelTrainIds.png,94.52,89.8,-4.73,90.33,83.61,-6.72
frankfurt_000001_017459_gtFine_labelTrainIds.png,80.6,83.21,2.61,80.16,73.38,-6.78
frankfurt_000001_015328_gtFine_labelTrainIds.png,95.27,88.63,-6.64,94.13,87.2,-6.94
frankfurt_000001_071288_gtFine_labelTrainIds.png,93.7,92.04,-1.66,94.48,87.52,-6.96
frankfurt_000001_041664_gtFine_labelTrainIds.png,94.78,93.51,-1.27,88.03,81.03,-7
frankfurt_000001_034816_gtFine_labelTrainIds.png,89.34,85.13,-4.22,88.98,81.95,-7.02
frankfurt_000001_013496_gtFine_labelTrainIds.png,96.65,93.14,-3.51,93,85.94,-7.06
munster_000092_000019_gtFine_labelTrainIds.png,95.98,91.44,-4.54,96.68,89.53,-7.15
frankfurt_000001_001464_gtFine_labelTrainIds.png,90.74,91.01,0.27,94.16,86.93,-7.23
frankfurt_000000_022254_gtFine_labelTrainIds.png,96.61,93.95,-2.65,95.13,87.7,-7.43
frankfurt_000001_023769_gtFine_labelTrainIds.png,92.93,88.19,-4.75,95.31,87.82,-7.49
frankfurt_000001_010444_gtFine_labelTrainIds.png,96.3,93.86,-2.44,92.06,84.54,-7.52
frankfurt_000001_072155_gtFine_labelTrainIds.png,92.57,90.61,-1.96,94.65,87.05,-7.6
frankfurt_000001_057181_gtFine_labelTrainIds.png,92.98,91.82,-1.16,94.54,86.77,-7.77
frankfurt_000001_029086_gtFine_labelTrainIds.png,93.31,88.83,-4.48,93.62,85.35,-8.27
frankfurt_000000_016005_gtFine_labelTrainIds.png,83.51,88.11,4.61,96.48,88.03,-8.45
frankfurt_000000_009969_gtFine_labelTrainIds.png,94.35,91.25,-3.1,94.9,86.22,-8.68
frankfurt_000001_049078_gtFine_labelTrainIds.png,93.6,91.36,-2.24,96.17,87.44,-8.73
frankfurt_000001_016462_gtFine_labelTrainIds.png,90.79,92.3,1.51,92.39,83.44,-8.95
frankfurt_000000_009688_gtFine_labelTrainIds.png,95.46,88.67,-6.79,93.45,84.18,-9.28
frankfurt_000001_002512_gtFine_labelTrainIds.png,92.69,90.98,-1.7,95.53,85.64,-9.89
frankfurt_000001_066438_gtFine_labelTrainIds.png,90.59,83.27,-7.32,87.02,75.49,-11.53
frankfurt_000001_054077_gtFine_labelTrainIds.png,95,85.92,-9.08,93.57,79.6,-13.97
lindau_000049_000019_gtFine_labelTrainIds.png,96.57,64.27,-32.3,80.08,65.01,-15.06
lindau_000018_000019_gtFine_labelTrainIds.png,96.41,76.37,-20.04,93.45,73.48,-19.98
lindau_000051_000019_gtFine_labelTrainIds.png,97.24,88.49,-8.75,83.22,62.75,-20.47
lindau_000040_000019_gtFine_labelTrainIds.png,97.29,94.07,-3.22,95.56,73.84,-21.71
lindau_000050_000019_gtFine_labelTrainIds.png,99.58,87.37,-12.2,93.52,70.02,-23.5
lindau_000034_000019_gtFine_labelTrainIds.png,97.1,63.14,-33.97,88.03,64.45,-23.58
lindau_000017_000019_gtFine_labelTrainIds.png,95.78,79.03,-16.75,93.02,66.54,-26.48
lindau_000045_000019_gtFine_labelTrainIds.png,96.3,64.74,-31.56,91.17,64.64,-26.53
lindau_000048_000019_gtFine_labelTrainIds.png,95.84,63.85,-31.98,92.31,65.47,-26.84
lindau_000044_000019_gtFine_labelTrainIds.png,95.99,67.64,-28.35,93.65,66.03,-27.63
munster_000148_000019_gtFine_labelTrainIds.png,96.26,62.17,-34.09,92.73,64.52,-28.21
lindau_000047_000019_gtFine_labelTrainIds.png,97.4,69.01,-28.4,92.06,63.65,-28.41
lindau_000019_000019_gtFine_labelTrainIds.png,96.89,83.34,-13.55,95.29,66.77,-28.52
munster_000133_000019_gtFine_labelTrainIds.png,95.79,73.14,-22.65,95.52,65.17,-30.35
lindau_000052_000019_gtFine_labelTrainIds.png,97.36,95.7,-1.66,91.17,60.56,-30.61
lindau_000046_000019_gtFine_labelTrainIds.png,98.07,80.74,-17.33,96.08,64.02,-32.05
lindau_000035_000019_gtFine_labelTrainIds.png,93.89,51.44,-42.45,90.14,53.76,-36.38
