Image Name,mIoU,Class 0 IoU,Class 1 IoU,Class 2 IoU,Class 3 IoU,Class 4 IoU,Class 5 IoU,Class 6 IoU,Class 7 IoU,Class 8 IoU,Class 9 IoU,Class 10 IoU,Class 11 IoU,Class 12 IoU,Class 13 IoU,Class 14 IoU,Class 15 IoU,Class 16 IoU,Class 17 IoU,Class 18 IoU
hamburg_000000_080674,0.3278,0.6424,0.702,0.8237,0,0.2896,0.5281,0,0.8019,0.6741,0.3442,0,0.1333,0,0.8284,0,0,0,0,0.4601
hamburg_000000_080878,0.3305,0.7355,0.2267,0.7536,0,0,0.1139,0,0.7779,0.8136,0,0.8616,0.8672,0,0.9189,0,0.2112,0,0,0
hamburg_000000_081299,0.3115,0.4196,0.1771,0.7861,0,0,0.3468,0,0,0.8862,0,0.6136,0.4142,0,0.8781,0.6905,0,0,0.1557,0.5503
hamburg_000000_082187,0.2751,0.7851,0.4465,0.5814,0,0,0.0644,0.2096,0,0.8849,0.5179,0.809,0,0,0.9272,0,0,0,0,0
hamburg_000000_082301,0.2903,0.7638,0.0213,0.6885,0,0,0.3608,0.3596,0.0677,0.8759,0.372,0.8258,0.6984,0,0.4812,0,0,0,0,0
hamburg_000000_083586,0.3852,0.785,0.6818,0.3556,0,0,0.4827,0.7485,0.5558,0.9022,0.4385,0.8268,0.8301,0,0.7117,0,0,0,0,0
hamburg_000000_083696,0.3204,0.6737,0.1029,0.3053,0.5693,0,0.4,0,0.8009,0.8909,0.7016,0.8538,0,0,0.7884,0,0,0,0,0
hamburg_000000_084746,0.3249,0.844,0.5715,0.7204,0,0.3012,0.0438,0.0825,0.3715,0.8639,0.1243,0.8162,0.5229,0,0.8483,0,0,0,0,0.0636
hamburg_000000_084865,0.3512,0.7433,0.0805,0.75,0,0,0.6089,0.6651,0.0851,0.844,0.3611,0.6481,0.5869,0,0.904,0,0,0,0,0.3965
hamburg_000000_085073,0.3801,0.7947,0.5606,0.7699,0,0,0.2061,0.8735,0.6414,0.8278,0.2229,0,0.8125,0,0.7932,0,0,0,0,0.7187
hamburg_000000_085321,0.2928,0.8065,0.2697,0.6805,0,0,0.1761,0,0.5005,0.8683,0.1895,0,0.5059,0,0.9354,0,0,0,0,0.6317
hamburg_000000_085413,0.2652,0.7362,0,0.7227,0,0,0.3116,0,0.5053,0.8322,0,0,0.4973,0,0.9173,0.516,0,0,0,0
hamburg_000000_085645,0.3459,0.7499,0.3638,0.6567,0,0,0.2071,0.6103,0.6167,0.8474,0.1166,0,0.6401,0.5586,0.9401,0,0,0,0,0.264
hamburg_000000_085982,0.3263,0.7797,0.8521,0.7799,0,0,0.3642,0.4697,0.5459,0.8641,0,0,0.4791,0,0.9437,0,0,0,0,0.122
hamburg_000000_086499,0.4371,0.831,0.7157,0.4339,0.2811,0.3514,0.3288,0.6078,0.875,0.8966,0.2388,0.2863,0.6111,0.5304,0.7981,0,0,0,0,0.5185
hamburg_000000_086636,0.2413,0.8358,0,0.5677,0,0.0494,0.0461,0,0,0.8823,0.0323,0.2814,0.3931,0,0.8058,0,0,0,0,0.6906
hamburg_000000_087216,0.3707,0.8599,0.284,0.6129,0,0,0.4567,0.7614,0.5064,0.8966,0.3471,0.8637,0.4237,0,0.6189,0,0,0,0,0.4112
hamburg_000000_087822,0.4278,0.8061,0.7297,0.6315,0,0.5837,0.5994,0.7252,0.1035,0.8546,0.2271,0.8276,0.4403,0.6091,0.6132,0,0,0,0,0.377
hamburg_000000_088054,0.2897,0.8384,0.6789,0.337,0,0,0.3403,0,0.1435,0.8639,0.0806,0.8416,0.5283,0,0.662,0,0,0,0,0.1891
hamburg_000000_088197,0.2663,0.7115,0.2077,0.4123,0,0,0.3027,0,0.0943,0.8611,0,0.8316,0.0022,0,0.9218,0,0,0,0.7146,0
hamburg_000000_088627,0.3328,0.8653,0.8181,0,0,0.0001,0.2398,0.6583,0.5749,0.8984,0.4968,0.3963,0.0388,0.4005,0.4789,0,0,0,0,0.456
hamburg_000000_088783,0.2487,0.7935,0.7244,0.0303,0,0,0.0012,0,0.3268,0.6345,0,0.6856,0.489,0,0.5133,0,0,0,0,0.5263
hamburg_000000_088939,0.3475,0.7941,0.7632,0.6821,0,0,0.254,0,0.5981,0.8837,0,0.8816,0.3594,0,0.8741,0,0,0,0,0.512
hamburg_000000_088983,0.3772,0.7805,0.6946,0.6559,0,0,0.0939,0,0.6133,0.8474,0.1713,0.8377,0.6005,0.1236,0.7671,0.0222,0,0,0.554,0.4051
hamburg_000000_089491,0.2549,0,0.7871,0.7619,0,0,0.1234,0.2081,0.0832,0.6074,0.0462,0.7728,0.0317,0.3579,0.5347,0,0,0,0,0.5293
hamburg_000000_089696,0.4124,0.7782,0.761,0.8427,0,0,0.5246,0.7781,0.0357,0.8216,0,0.8973,0.3762,0.5507,0.8189,0,0,0,0,0.65
hamburg_000000_090398,0.2835,0.7102,0,0.8422,0,0,0.1683,0,0.2542,0.8363,0,0.79,0.4688,0,0.9425,0,0,0,0,0.3749
hamburg_000000_090742,0.3189,0.7384,0.1577,0.83,0,0,0.178,0.013,0.6361,0.7849,0.002,0.7032,0.6229,0,0.8951,0,0,0,0,0.4985
hamburg_000000_091038,0.3979,0.6857,0.4387,0.8771,0,0,0.2661,0.2291,0.4385,0.8858,0.5746,0.7186,0.4431,0.3658,0.907,0,0,0,0,0.7303
hamburg_000000_091155,0.4857,0.8086,0.4298,0.7315,0,0,0.2899,0.7229,0.6788,0.8939,0.7545,0.6851,0.385,0.6542,0.8585,0,0,0,0.7105,0.6249
hamburg_000000_091900,0.3845,0.816,0.1745,0.3091,0,0.0098,0.2064,0.4753,0.386,0.8159,0.6614,0.852,0.239,0.7407,0.8864,0,0,0,0.7334,0
hamburg_000000_092476,0.3221,0.7924,0.5118,0.7487,0,0.1458,0.105,0,0.4166,0.7116,0,0.8357,0,0.498,0.651,0,0,0,0.5475,0.1555
hamburg_000000_092850,0.3936,0.767,0.7704,0.7381,0,0,0.364,0,0.8365,0.8973,0.5845,0.8708,0.7365,0,0.9141,0,0,0,0,0
hamburg_000000_093325,0.3549,0.7673,0.8984,0.8271,0,0,0.1816,0,0,0.8355,0.6966,0.8338,0.8936,0,0.8088,0,0,0,0,0
hamburg_000000_093572,0.3426,0.884,0.4226,0.8237,0,0,0.2638,0,0.7631,0.7187,0.7384,0.4816,0.5134,0,0.7771,0,0,0,0,0.1231
hamburg_000000_093787,0.2828,0.7325,0,0.677,0,0.71,0.012,0,0.5889,0.8678,0,0.8517,0,0,0.9338,0,0,0,0,0
hamburg_000000_094185,0.442,0.8118,0.7721,0.7996,0,0,0.4434,0.5532,0.4929,0.7826,0.591,0.7964,0.7474,0,0.8961,0,0,0,0,0.7114
hamburg_000000_094717,0.296,0.7809,0.4758,0.8595,0,0,0.4262,0,0.5299,0.6324,0.2608,0,0.1313,0,0.8906,0.6363,0,0,0,0
hamburg_000000_095561,0.3854,0.8356,0.8015,0.5197,0,0,0.4952,0.3769,0.4552,0.82,0.0525,0.897,0.5152,0.3347,0.902,0,0,0,0,0.3169
hamburg_000000_096063,0.3132,0.754,0.3286,0.5913,0,0,0.4332,0.281,0,0.8497,0.0751,0.8949,0.8937,0,0.8493,0,0,0,0,0
hamburg_000000_096624,0.3251,0.8579,0.1662,0.4596,0,0,0.6553,0.4458,0.4323,0.919,0.2803,0.8201,0.8162,0,0.3252,0,0,0,0,0
hamburg_000000_097086,0.3732,0.8315,0.0461,0.4884,0,0,0.4063,0.6052,0.6572,0.8684,0.7334,0.8566,0,0,0.9492,0,0,0,0,0.6489
hamburg_000000_097447,0.4073,0.7892,0.4803,0.7768,0,0,0.6396,0,0.5833,0.9192,0.5164,0.7294,0.7947,0,0.8314,0,0,0,0,0.6783
hamburg_000000_098061,0.2645,0.7002,0.6017,0.5169,0,0,0.0114,0,0,0.8851,0.5021,0.3323,0.5397,0,0.936,0,0,0,0,0
hamburg_000000_098400,0.3269,0.8037,0.7788,0.5334,0.0174,0.0852,0.4363,0,0,0.8322,0.5635,0.6079,0.5842,0,0.9682,0,0,0,0,0
hamburg_000000_098616,0.2151,0.8675,0.9002,0.8581,0,0.0012,0.0891,0,0.3222,0.3119,0,0,0.7361,0,0,0,0,0,0,0
hamburg_000000_098862,0.4138,0.8203,0.752,0.7547,0,0,0.2482,0,0.8582,0.8164,0.016,0.8759,0.7124,0,0.9316,0.5375,0,0,0,0.5384
hamburg_000000_099109,0.3442,0.8339,0.6205,0.7559,0,0,0.1767,0,0,0.7365,0.0738,0.8933,0.9067,0.0792,0.1614,0.6194,0,0,0,0.6829
hamburg_000000_099368,0.3141,0.8189,0,0.4587,0,0.7397,0.0417,0,0.1423,0.7575,0,0.5964,0.529,0,0.943,0,0.9413,0,0,0
hamburg_000000_099902,0.3287,0.8439,0.4791,0.1327,0,0.1062,0.3013,0,0.4206,0.7992,0.4528,0.7374,0.3463,0.3238,0.6114,0,0,0,0.686,0.0041
hamburg_000000_100300,0.394,0.8356,0.3298,0.2843,0,0,0.6323,0.7405,0.7011,0.7674,0.5912,0.8087,0.8466,0,0.6703,0,0.0561,0,0.2228,0
hamburg_000000_101724,0.3279,0.7264,0.4167,0.1986,0,0.5794,0.3315,0.8232,0.2934,0.7631,0,0.8672,0.6247,0,0.6056,0,0,0,0,0
hamburg_000000_102379,0.3942,0.8534,0.7691,0.4022,0.6205,0.0428,0.4644,0.7216,0.7107,0.5626,0,0.8648,0.8785,0,0.3509,0.2487,0,0,0,0
hamburg_000000_102574,0.3882,0.7775,0.5903,0.4456,0.371,0.4292,0.5227,0.6981,0.6576,0.6612,0,0.8727,0.8942,0.0968,0,0,0,0,0,0.3594
hamburg_000000_103075,0.2946,0.8326,0.7289,0.7547,0,0.4812,0.0534,0,0.0807,0.8458,0,0.7991,0.7797,0.0593,0.127,0,0,0,0,0.0555
hamburg_000000_103186,0.3819,0.7845,0.7997,0.7574,0,0.3733,0.5015,0,0.5405,0.8481,0.4327,0.692,0.8054,0.5018,0.1159,0,0,0,0,0.1043
hamburg_000000_103367,0.3867,0.8422,0.6215,0.7725,0.0208,0.3689,0.3013,0,0.1806,0.7744,0,0.7373,0.7563,0.7977,0,0,0.9167,0,0,0.2563
hamburg_000000_103541,0.422,0.8631,0.7085,0.7535,0.5506,0,0.5028,0.3066,0.506,0.8086,0,0.6851,0.7218,0.3634,0.5872,0,0,0,0,0.6602
hamburg_000000_103856,0.3153,0.7859,0.6269,0.3939,0,0.0606,0.2053,0.5061,0.3055,0.7443,0.5652,0.305,0.5716,0,0.9199,0,0,0,0,0
hamburg_000000_104428,0.2978,0.8011,0.4822,0.8378,0,0,0.054,0.0575,0.1537,0.8152,0.5212,0.704,0.3525,0,0.8795,0,0,0,0,0
hamburg_000000_104857,0.2472,0.009,0.0509,0.7035,0,0.1112,0.0767,0,0.3916,0.8124,0,0.9164,0.8337,0,0.7915,0,0,0,0,0
hamburg_000000_105123,0.1974,0,0.2515,0.5189,0,0.0318,0.2742,0,0.4551,0.8223,0,0.7699,0.6264,0,0,0,0,0,0,0
hamburg_000000_105296,0.2899,0.8098,0.8344,0.651,0.002,0,0.1355,0,0,0.8194,0,0.9212,0.6843,0,0.6504,0,0,0,0,0
hamburg_000000_105464,0.251,0.804,0,0.7695,0,0,0,0,0.0351,0.23,0,0.9015,0.7535,0,0.8849,0.391,0,0,0,0
hamburg_000000_105724,0.3021,0.802,0.6224,0.6686,0,0.3329,0.1339,0,0.0787,0.6328,0,0.8113,0.749,0,0.9081,0,0,0,0,0
hamburg_000000_106102,0.3548,0.7813,0.4417,0.9025,0,0,0.6803,0,0.6066,0.6427,0,0.9167,0.8235,0,0.9459,0,0,0,0,0
hanover_000000_000164,0.3712,0.8109,0.687,0.4622,0.0239,0,0.58,0.5906,0.6215,0.9107,0.6353,0.8356,0,0,0.8946,0,0,0,0,0
hanover_000000_000381,0.2356,0.8145,0,0.8566,0,0,0.0364,0,0,0.8839,0,0.9245,0,0,0.9599,0,0,0,0,0
hanover_000000_000712,0.3072,0.8152,0.7186,0.87,0,0.3911,0.2324,0,0.0767,0.8522,0.0132,0.9234,0,0,0.9432,0,0,0,0,0
hanover_000000_001173,0.2696,0.7495,0.0682,0.8798,0,0.0092,0,0,0,0.8898,0,0.8778,0.6814,0,0.966,0,0,0,0,0
hanover_000000_001620,0.4134,0.8374,0.7207,0.8709,0,0,0.4993,0,0.5215,0.7025,0.2806,0.9094,0,0.7054,0.9733,0,0,0,0.8338,0
hanover_000000_002140,0.377,0.861,0.6505,0.6903,0,0,0.4168,0.3124,0.4785,0.9011,0.0605,0,0.0001,0.5653,0.8899,0.7492,0,0,0,0.5873
hanover_000000_002357,0.3513,0.8038,0.659,0.7471,0,0,0.2997,0,0.1626,0.8299,0.5759,0.8052,0.4456,0,0.8692,0,0,0,0,0.4765
hanover_000000_002458,0.4098,0.8491,0.8373,0.6849,0.538,0,0.5083,0,0.5131,0.9077,0.3314,0.5516,0.3911,0,0.8529,0,0,0,0,0.8214
hanover_000000_003224,0.4526,0.8505,0.8996,0.7706,0,0,0.6099,0.2638,0.7228,0.9225,0.004,0.6046,0.5662,0.5939,0.8289,0,0,0,0.4609,0.5019
hanover_000000_003411,0.3765,0.8279,0.9243,0.8271,0,0.0682,0.5465,0,0.6152,0.893,0,0.8747,0,0,0.9409,0,0,0,0,0.6358
hanover_000000_003853,0.394,0.8284,0.8238,0.8683,0,0,0.5335,0.5788,0.3152,0.8845,0,0.9101,0.3498,0,0.907,0,0,0,0,0.4871
hanover_000000_004230,0.3267,0.7591,0.1918,0.8285,0,0,0.3329,0,0.434,0.8534,0,0.7535,0.4273,0,0.7617,0.595,0,0,0,0.2702
hanover_000000_004646,0.2604,0.7562,0.0621,0.8612,0,0,0.1625,0.0233,0.5064,0.8784,0.0003,0.7629,0,0,0.934,0,0,0,0,0
hanover_000000_004752,0.3628,0.8347,0.6608,0.7829,0,0,0.4751,0.244,0.6018,0.8842,0.0938,0.5093,0.3365,0.1081,0.8452,0,0,0,0,0.5176
hanover_000000_005175,0.3623,0.8751,0.3931,0.5116,0,0,0.4251,0,0.6965,0.8707,0.3045,0.8913,0.2836,0,0.8448,0,0,0,0,0.7878
hanover_000000_005288,0.3486,0.8467,0.1479,0.6654,0,0,0.3992,0.1325,0.3917,0.8922,0.4075,0.8279,0.3717,0,0.8783,0,0,0,0,0.6621
hanover_000000_005599,0.3562,0.8217,0.2525,0.4077,0,0,0.4967,0.2977,0.0005,0.8548,0.4807,0.7411,0,0.5204,0.8478,0.8376,0,0,0,0.2093
hanover_000000_005732,0.4495,0.5707,0.5419,0.6042,0.0829,0,0.418,0.4723,0.7589,0.8376,0.5264,0.7975,0.6346,0.0315,0.8833,0.8142,0,0,0,0.5662
hanover_000000_005970,0.4632,0.7448,0.5732,0.6227,0,0,0.5596,0.65,0,0.8922,0.6596,0.6572,0.8768,0.492,0.6321,0.8967,0,0,0,0.5433
hanover_000000_006355,0.3359,0.8616,0.5874,0.8397,0,0,0.373,0.2159,0.336,0.8294,0.235,0.8026,0.0055,0.1844,0.883,0,0,0,0,0.2278
hanover_000000_006922,0.3425,0.8007,0.854,0.7063,0,0.0369,0.5988,0.6636,0.0792,0.8518,0.4706,0.7592,0.5105,0,0.1765,0,0,0,0,0
hanover_000000_007342,0.3674,0.7916,0.8639,0.8606,0,0,0.2922,0,0.616,0.8456,0.0653,0.8918,0.5371,0,0.7335,0,0,0,0,0.4822
hanover_000000_007780,0.3578,0.8226,0.5382,0.5061,0,0,0.3998,0.1609,0.2734,0.6428,0,0.8043,0.44,0,0.9128,0,0,0,0.8108,0.4863
hanover_000000_007897,0.3756,0.7278,0.8503,0.9194,0,0,0.7406,0,0.4355,0.397,0.3654,0.9132,0.8491,0,0.9381,0,0,0,0,0
hanover_000000_008017,0.3172,0.8243,0.3063,0.8731,0,0,0.1231,0.005,0.5818,0.1585,0,0.8921,0.2356,0.691,0.9571,0,0,0,0,0.3797
hanover_000000_008200,0.3537,0.7813,0.8991,0.6627,0,0.1437,0.3717,0.2612,0.493,0.8497,0,0.8325,0.6506,0,0.7747,0,0,0,0,0
hanover_000000_009004,0.3711,0.8564,0.7922,0.8529,0,0,0.4733,0.0767,0.0118,0.7331,0,0.8311,0.4382,0.5477,0.9246,0,0,0,0,0.5134
hanover_000000_009128,0.3098,0.3981,0.9016,0.8922,0,0,0.301,0,0,0.8811,0,0.917,0.072,0.0296,0.7282,0.0073,0,0,0,0.7573
hanover_000000_009420,0.3932,0.4638,0.9215,0.8439,0,0,0.2071,0.4824,0.3546,0.834,0,0.9001,0.7521,0.59,0.4551,0,0.4919,0,0,0.1744
hanover_000000_010403,0.4356,0.8012,0.3159,0.7959,0,0,0.4968,0.5156,0.6119,0.9239,0,0.9172,0.431,0,0.8147,0,0.9004,0,0,0.7522
hanover_000000_010553,0.2701,0.7758,0.8373,0.0019,0,0,0,0,0.1837,0.6146,0,0,0.6294,0.8448,0.5686,0,0,0,0,0.6751
hanover_000000_011170,0.2737,0.8465,0,0.5351,0.1584,0.5774,0.295,0,0.3959,0.8466,0.0998,0.8905,0,0,0.5546,0,0,0,0,0
hanover_000000_011471,0.3538,0.8018,0.6609,0.2867,0.0634,0,0.5214,0.6094,0.3051,0.9099,0,0.866,0.8333,0,0.8648,0,0,0,0,0
hanover_000000_011971,0.3638,0.879,0.8439,0.739,0,0,0.2793,0.1015,0.5318,0.8348,0.8077,0.8873,0,0,0.9697,0.0385,0,0,0,0
hanover_000000_012347,0.4435,0.7511,0.8802,0.8029,0,0,0.2979,0.3759,0.3968,0.7505,0.0978,0.908,0.8122,0,0.9545,0.9379,0,0,0,0.4599
hanover_000000_012675,0.4349,0.8524,0.5654,0.8266,0,0,0.5858,0.5319,0.842,0.8344,0,0.9042,0.6388,0,0.8871,0.4889,0,0,0,0.3054
hanover_000000_013094,0.3418,0.7622,0.7823,0.7594,0,0,0.4782,0,0.6175,0.8601,0,0.7502,0,0,0.8077,0,0,0,0,0.6768
hanover_000000_013205,0.3426,0.7263,0.7213,0.5783,0,0,0.316,0,0.181,0.8489,0,0.7762,0.6779,0,0.886,0,0,0,0,0.798
hanover_000000_013814,0.337,0.8758,0.18,0.7026,0,0,0.5201,0.1923,0.1845,0.9195,0,0.3774,0.8278,0.3511,0.6408,0,0,0,0,0.6312
hanover_000000_014319,0.3402,0.854,0.7855,0.7229,0,0,0.4754,0.2508,0.4454,0.8556,0.0517,0,0.6081,0,0.5886,0,0.018,0,0,0.8088
hanover_000000_014537,0.4119,0.8153,0.75,0.8531,0,0,0.4525,0.5855,0.6487,0.7456,0,0.8525,0.0318,0,0.9136,0,0,0,0.7203,0.4581
hanover_000000_014713,0.339,0.8459,0.4536,0.8743,0,0,0.3151,0.063,0.7335,0.8731,0.0486,0.7882,0.5823,0,0.8639,0,0,0,0,0
hanover_000000_014919,0.4083,0.8536,0.4789,0.6919,0,0.4589,0.1159,0.32,0.2848,0.8653,0.4339,0.8705,0.7469,0,0.8989,0.7389,0,0,0,0
hanover_000000_015587,0.3151,0.8228,0,0.572,0,0,0.3098,0,0.7437,0.8333,0,0.8534,0,0,0.945,0.9075,0,0,0,0
hanover_000000_015849,0.3936,0.8095,0.6946,0.4935,0,0,0.3278,0.5867,0.5434,0.7882,0,0.8781,0.8469,0,0.9279,0,0,0,0,0.5818
hanover_000000_016038,0.4196,0.8253,0.1474,0.7928,0,0,0.4677,0.4831,0.4402,0.857,0.6881,0.7303,0,0.5738,0.8864,0,0.5797,0,0,0.5013
hanover_000000_016558,0.3247,0.864,0,0.0484,0,0.5073,0.659,0.4777,0.1546,0.8813,0.6223,0.8108,0.2853,0,0.8141,0.0449,0,0,0,0
hanover_000000_017041,0.3299,0.8394,0.747,0.8558,0,0,0.3063,0.0968,0,0.881,0.8454,0.8893,0,0,0.8062,0,0,0,0,0
hanover_000000_018213,0.3849,0.8717,0.6771,0.4086,0.8668,0,0.3292,0.0412,0.8023,0.8658,0.7595,0.8773,0,0,0.8131,0,0,0,0,0
hanover_000000_018546,0.3803,0.8054,0.8418,0.115,0.5844,0.1111,0.6341,0.3672,0.2406,0.8531,0.5069,0.9233,0.057,0.223,0.9624,0,0,0,0,0
hanover_000000_018800,0.4245,0.8516,0.9099,0.8673,0,0,0.4709,0,0.614,0.8643,0.5347,0.7268,0.1609,0.4989,0.8937,0,0,0,0,0.6735
hanover_000000_019116,0.2586,0.805,0.8457,0.8071,0,0,0.541,0,0,0.9242,0.5245,0,0.4664,0,0,0,0,0,0,0
hanover_000000_019282,0.3562,0.8178,0.8348,0.8309,0,0,0.5364,0,0.6266,0.6448,0,0.9089,0,0,0.823,0,0,0,0,0.7451
hanover_000000_019456,0.2805,0.6597,0.0499,0.8799,0,0,0.4535,0,0,0.8706,0.0738,0.8509,0.5389,0,0.953,0,0,0,0,0
hanover_000000_019672,0.3756,0.6738,0.9008,0.7043,0,0,0.5008,0,0.7669,0.8436,0.2503,0.7889,0.7713,0,0.9354,0,0,0,0,0
hanover_000000_019938,0.3092,0.6734,0.5508,0.8314,0.246,0,0.5038,0,0.4864,0.849,0,0.7806,0,0,0.9536,0,0,0,0,0
hanover_000000_020089,0.3246,0,0,0.6362,0.7547,0,0.4884,0,0,0.7458,0,0.8647,0.8649,0,0.8619,0.9503,0,0,0,0
hanover_000000_020655,0.3915,0.7377,0.0422,0.4057,0.368,0.1876,0.6356,0.1729,0.4473,0.9186,0.7482,0.4694,0,0.6848,0.8494,0,0,0,0.7719,0
hanover_000000_021337,0.3239,0.8715,0,0.0563,0,0,0.4682,0.103,0.6579,0.9149,0.6621,0.5204,0.4911,0.574,0.6297,0,0,0,0,0.2049
hanover_000000_022645,0.4147,0.8079,0.1124,0.8609,0,0,0.4538,0.5905,0.3857,0.9084,0.7383,0.9053,0.6441,0,0.948,0.5248,0,0,0,0
hanover_000000_023239,0.3474,0.8574,0.4825,0.9059,0.0217,0,0.5005,0.1535,0.1101,0.9086,0.5506,0.4703,0.743,0,0.8973,0,0,0,0,0
hanover_000000_023276,0.332,0.8049,0.6352,0.8465,0,0,0.3791,0.3468,0.7778,0.8606,0,0.5868,0.7255,0,0.344,0,0,0,0,0
hanover_000000_023614,0.4264,0.8407,0.7788,0.7995,0.0457,0,0.3929,0.3875,0.4971,0.8796,0.1607,0.8554,0.6063,0.542,0.7237,0,0,0,0,0.5913
hanover_000000_023881,0.3836,0.7697,0.8437,0.8292,0,0,0.6363,0.6599,0,0.9092,0.5434,0,0.8783,0,0,0,0,0,0.5294,0.6889
hanover_000000_023975,0.2679,0.6602,0.7663,0.8595,0,0,0.3148,0,0.0063,0.8891,0,0,0.684,0,0.9102,0,0,0,0,0
hanover_000000_024136,0.3356,0.8094,0.9154,0.8534,0,0,0.1643,0,0.3584,0.8828,0,0.8964,0.6699,0,0.8266,0,0,0,0,0
hanover_000000_024276,0.421,0.8175,0.4974,0.7823,0,0,0.4349,0,0.8173,0.8866,0,0.9206,0.7155,0.7169,0.906,0,0,0,0,0.5038
hanover_000000_024441,0.3782,0.8285,0.8533,0.433,0.3026,0,0.4348,0,0.4296,0.9249,0,0.7109,0.0072,0.6956,0.9745,0,0,0,0,0.5907
hanover_000000_024719,0.3623,0.728,0.6674,0.2807,0,0.5307,0.546,0,0.8878,0.896,0.5189,0,0,0.6407,0.8626,0,0,0,0,0.325
hanover_000000_024989,0.4262,0.7904,0.5264,0.8262,0,0,0.5433,0,0.1779,0.9151,0,0.8566,0.5841,0.5565,0.9369,0.8736,0,0,0,0.5112
hanover_000000_025335,0.395,0.799,0.9121,0.8462,0,0,0.4287,0,0.5041,0.8079,0.0963,0.9221,0.6357,0.2244,0.5697,0,0,0,0,0.7597
hanover_000000_025437,0.4239,0.8196,0.8835,0.8317,0,0,0.5056,0.4272,0,0.8695,0,0.8919,0.8533,0.6895,0.8436,0,0,0,0,0.4392
hanover_000000_026014,0.2981,0.7303,0.8364,0.8251,0,0,0.1693,0,0,0.9029,0,0.8818,0.4032,0,0.9144,0,0,0,0,0
hanover_000000_026183,0.3229,0.7438,0.9037,0.755,0,0,0.1502,0.1965,0.0809,0.8795,0,0.9328,0.6128,0,0.879,0,0,0,0,0
hanover_000000_026356,0.4128,0.7896,0.7689,0.8655,0,0,0.4147,0.5506,0.2694,0.7129,0,0.8178,0.5772,0.6612,0.8446,0,0,0,0.0432,0.527
hanover_000000_026743,0.4015,0.7393,0.6573,0.815,0,0,0.3328,0,0.6081,0.8345,0,0.9085,0.4973,0,0.7986,0,0,0,0.7345,0.7029
hanover_000000_026804,0.452,0.7383,0.6924,0.8092,0.5291,0,0.6059,0,0.7622,0.8219,0,0.9073,0.7618,0,0.8831,0,0,0,0.5505,0.5269
hanover_000000_027007,0.3756,0.7823,0.6187,0.6953,0,0,0.4789,0,0.6191,0.9084,0.1498,0.5321,0.5254,0.3571,0.9269,0,0,0,0,0.5419
hanover_000000_027282,0.3326,0.7656,0.7807,0.6198,0,0,0.5441,0,0.2929,0.7953,0,0.7569,0.5566,0,0.9259,0,0,0,0,0.2811
hanover_000000_027390,0.387,0.685,0.1445,0.7503,0,0,0.4651,0,0.6895,0.8775,0,0.5907,0.486,0.3491,0.9566,0,0,0,0.8616,0.4968
hanover_000000_027481,0.2613,0.7634,0.9316,0.8276,0,0,0.397,0,0,0.8379,0,0,0.5256,0.0204,0,0,0,0,0,0.6608
hanover_000000_027561,0.3473,0.672,0.8101,0.7245,0.2952,0,0.5844,0,0.1207,0.8721,0,0.8717,0.6163,0,0.3509,0,0,0,0,0.6814
hanover_000000_027650,0.3853,0.7299,0.0638,0.8016,0.3586,0,0.6437,0,0.6016,0.854,0,0.894,0.7125,0,0.9699,0,0,0,0,0.6907
hanover_000000_027766,0.389,0.7714,0.8686,0.7517,0.4168,0,0.619,0,0.8299,0.8101,0,0.9164,0.7821,0,0,0,0,0,0,0.624
hanover_000000_027998,0.3915,0.7844,0.8286,0.6714,0.3809,0,0.4867,0,0.4043,0.8712,0,0.8971,0.6731,0,0.7062,0,0,0,0,0.7352
hanover_000000_028202,0.3481,0.7999,0.9045,0.8578,0,0,0.4457,0.1284,0.6339,0.8778,0,0,0.6496,0,0.3921,0,0,0,0.5535,0.3713
hanover_000000_028460,0.3247,0.8214,0.6305,0.8859,0,0,0.4541,0.4354,0,0.8545,0.319,0,0.8489,0,0.9188,0,0,0,0,0
hanover_000000_029043,0.3395,0.8748,0.4279,0.8919,0,0,0.408,0.1441,0.1387,0.8094,0.2745,0,0.6576,0,0.8794,0,0.9435,0,0,0
hanover_000000_029325,0.4426,0.5681,0.4962,0.8436,0.1818,0,0.4577,0.2645,0.6365,0.7487,0.2055,0.8587,0.5835,0.3418,0.7857,0,0.9059,0,0,0.5304
hanover_000000_029404,0.4103,0.6912,0.703,0.3524,0.2618,0,0.486,0.5988,0.2357,0.8597,0.6571,0.8367,0.8037,0.3153,0.461,0,0,0,0,0.5335
hanover_000000_029455,0.3774,0.7302,0.7616,0.3979,0.6499,0,0.5724,0.5701,0.4124,0.8598,0.1729,0.8204,0.7918,0,0.117,0,0,0,0,0.3149
hanover_000000_029769,0.407,0.6624,0.3793,0.4486,0.5117,0,0.6301,0.491,0.4878,0.8695,0.1594,0.8473,0.8505,0.5217,0.3492,0,0,0,0,0.5251
hanover_000000_030276,0.3348,0.7476,0.1187,0.6076,0,0,0.4769,0.5464,0.605,0.827,0.345,0.8962,0.3823,0,0.8079,0,0,0,0,0
hanover_000000_030346,0.3597,0.6465,0.0459,0.7202,0,0,0.5434,0.0004,0.409,0.8774,0.5697,0.8998,0.3609,0.4582,0.7164,0,0,0,0.343,0.2428
hanover_000000_030546,0.4101,0.7546,0.4805,0.5314,0,0,0.6342,0,0.8132,0.9014,0.0241,0.9243,0.665,0,0.9079,0.8599,0,0,0,0.2957
