Image Name,mIoU,Class 0 IoU,Class 1 IoU,Class 2 IoU,Class 3 IoU,Class 4 IoU,Class 5 IoU,Class 6 IoU,Class 7 IoU,Class 8 IoU,Class 9 IoU,Class 10 IoU,Class 11 IoU,Class 12 IoU,Class 13 IoU,Class 14 IoU,Class 15 IoU,Class 16 IoU,Class 17 IoU,Class 18 IoU
bremen_000127_000019,0.264,0.9048,0.4899,0.1938,0,0,0.2309,0,0.6843,0.94,0.6804,0,0,0,0.8928,0,0,0,0,0
bremen_000128_000019,0.34,0.9017,0.2313,0.1781,0.0878,0.3935,0.6094,0,0.8434,0.9127,0.7224,0.7561,0,0,0.8234,0,0,0,0,0
bremen_000129_000019,0.2954,0.8509,0.0403,0.467,0,0,0.6161,0.2094,0.5677,0.8257,0.3537,0.9032,0,0,0.779,0,0,0,0,0
bremen_000130_000019,0.426,0.8857,0.7561,0.3626,0,0.1564,0.5392,0.4741,0.3,0.8721,0.7495,0.8352,0.3865,0.4152,0.883,0,0,0,0,0.4781
bremen_000131_000019,0.37,0.8849,0.6076,0.7737,0,0,0.6558,0.0826,0.3423,0.891,0.5346,0.8794,0.4856,0,0.8922,0,0,0,0,0
bremen_000132_000019,0.4177,0.6763,0.7918,0.7284,0,0,0.5239,0.2371,0.5793,0.9278,0.3777,0.9153,0.3716,0,0.9454,0,0,0.8609,0,0
bremen_000133_000019,0.4287,0.845,0.8104,0.2111,0,0.6443,0.5042,0.5182,0.4082,0.8794,0.0326,0.9374,0,0.7596,0.8467,0,0,0,0,0.748
bremen_000134_000019,0.3668,0.916,0.412,0.1684,0.296,0.1164,0.578,0.2029,0.6704,0.9164,0.6914,0.9084,0.4834,0,0.6103,0,0,0,0,0
bremen_000135_000019,0.3567,0.8881,0.3577,0.7244,0.2467,0.1434,0.5749,0.3456,0.525,0.9043,0.2138,0.9255,0,0,0.9232,0,0,0,0,0.004
bremen_000136_000019,0.3559,0.6892,0.1046,0.8124,0.2653,0.5251,0.7535,0,0.7015,0.8782,0,0.8871,0.2189,0,0.9258,0,0,0,0,0
bremen_000137_000019,0.3671,0.8548,0.9045,0.8994,0,0,0.6235,0.2548,0.2828,0.8482,0,0.9252,0.4951,0,0.8872,0,0,0,0,0
bremen_000138_000019,0.4284,0.8958,0.5542,0.3696,0.255,0,0.4825,0.6115,0.2862,0.8852,0.4046,0.8103,0.4286,0.385,0.8642,0,0,0.2504,0,0.6567
bremen_000139_000019,0.4083,0.8982,0.8577,0.8563,0,0,0.5036,0,0.6945,0.8954,0.5582,0.6347,0.6077,0,0.5661,0,0,0,0,0.6852
bremen_000140_000019,0.4507,0.8585,0.7643,0.8339,0,0,0.2826,0.7094,0.0486,0.8295,0.1627,0.8775,0.5064,0.3901,0.7436,0,0,0.8657,0,0.6898
bremen_000141_000019,0.3331,0.9082,0.4288,0.7752,0,0,0.4689,0.1669,0.3089,0.6214,0.4587,0.9094,0.2919,0,0,0,0.9093,0,0,0.0818
bremen_000142_000019,0.257,0.835,0,0.9071,0.6434,0,0,0,0,0.9593,0,0.8325,0.5826,0,0.1224,0,0,0,0,0
bremen_000143_000019,0.4086,0.8983,0.767,0.9134,0,0,0.4596,0.7117,0.3616,0.9474,0.3814,0.937,0.5853,0,0.7998,0,0,0,0,0
bremen_000144_000019,0.4619,0.8886,0.8389,0.7922,0.582,0.2594,0.5333,0.2025,0.6264,0.871,0.2818,0.9169,0.5471,0,0.1829,0,0.9375,0,0,0.3149
bremen_000145_000019,0.3528,0.8559,0.0446,0.7682,0,0,0.6637,0.4529,0.6662,0.8947,0.116,0.8995,0.4835,0,0.8574,0,0,0,0,0
bremen_000146_000019,0.3412,0.8349,0.0636,0.6733,0,0,0.6344,0.4499,0.4348,0.8973,0.7454,0.8039,0,0,0.9448,0,0,0,0,0
bremen_000147_000019,0.3404,0.8108,0.7599,0.4483,0,0.0702,0.5472,0,0.3933,0.8972,0.7388,0.9002,0,0,0.9011,0,0,0,0,0
bremen_000148_000019,0.3942,0.8659,0.855,0.9033,0,0.0421,0.5495,0.586,0.5435,0.9094,0.2203,0.8361,0,0.7262,0.0493,0,0,0,0,0.4022
bremen_000149_000019,0.339,0.8364,0.0156,0.8825,0,0.3209,0.5903,0,0.8773,0.7986,0.5715,0.8673,0,0,0.6811,0,0,0,0,0
bremen_000150_000019,0.3762,0.8908,0.7663,0.6767,0,0.1052,0.6032,0.3512,0.9095,0.8787,0.309,0.9447,0,0,0.7122,0,0,0,0,0
bremen_000151_000019,0.3068,0.6751,0.5015,0.8778,0,0,0.6504,0,0,0.9093,0.3588,0.9066,0,0,0.949,0,0,0,0,0
bremen_000152_000019,0.4179,0.7545,0.7175,0.89,0,0.5413,0.7311,0,0.2176,0.8843,0.612,0.919,0,0,0.9526,0,0,0,0.7207,0
bremen_000153_000019,0.3866,0.8775,0.5283,0.7931,0,0,0.4817,0.6778,0.5197,0.8781,0.3752,0.8944,0.3819,0,0.9373,0,0,0,0,0
bremen_000154_000019,0.3158,0.849,0.3857,0.526,0,0.1971,0.626,0,0.3678,0.8935,0.4807,0.9156,0,0,0.7582,0,0,0,0,0
bremen_000155_000019,0.3234,0.8996,0.6411,0.7025,0.0007,0.3373,0.5336,0.3025,0.0514,0.8441,0.1152,0.9101,0,0,0.8056,0,0,0,0,0
bremen_000156_000019,0.3162,0.8576,0,0.3376,0.8543,0.1347,0.4882,0,0.031,0.9265,0.5575,0.918,0,0,0.9028,0,0,0,0,0
bremen_000157_000019,0.2967,0.8672,0.3482,0.6728,0,0.6339,0.1659,0,0,0.9005,0.7123,0.4967,0,0,0.8399,0,0,0,0,0
bremen_000158_000019,0.3374,0.8787,0.4459,0.6151,0,0,0.319,0.6459,0.6352,0.7326,0.0342,0.9165,0.6901,0,0.4976,0,0,0,0,0
bremen_000159_000019,0.4053,0.8868,0,0.9102,0,0,0.68,0.488,0.7227,0.8733,0.4181,0.9232,0,0,0.8677,0,0,0.9308,0,0
bremen_000160_000019,0.476,0.8659,0.6956,0.8766,0.645,0.4571,0.5653,0,0.7553,0.9295,0,0.8157,0.6976,0,0.9633,0.778,0,0,0,0
bremen_000161_000019,0.2533,0.814,0.3126,0.9601,0,0,0.0471,0,0.2809,0.9088,0.0474,0.6432,0,0,0.7977,0,0,0,0,0
bremen_000162_000019,0.2789,0.6143,0.0009,0.624,0,0.7433,0.2641,0,0.5022,0.917,0.6179,0,0.6015,0,0.4145,0,0,0,0,0
bremen_000163_000019,0.3518,0.7548,0.2607,0.824,0.4997,0.609,0.3067,0,0.2501,0.8778,0,0.864,0.5045,0,0.9326,0,0,0,0,0
bremen_000164_000019,0.3706,0.8276,0.283,0.7354,0.4572,0.5011,0.6737,0,0,0.8506,0.2646,0.6154,0,0,0.9146,0.0017,0,0,0.9168,0
bremen_000165_000019,0.294,0.7869,0.0759,0.7541,0.1685,0.0039,0.3147,0,0.657,0.8626,0.5785,0.5254,0.4531,0,0.4059,0,0,0,0,0
bremen_000166_000019,0.374,0.8566,0.0491,0.8553,0.7735,0.4603,0.1456,0,0.4959,0.88,0.7522,0.8998,0,0,0.9384,0,0,0,0,0
bremen_000167_000019,0.361,0.7944,0.6482,0.9288,0,0.9272,0.23,0,0,0.9566,0,0.8879,0,0,0.9428,0,0,0,0.5428,0
bremen_000168_000019,0.5042,0.8136,0.4691,0.9172,0.7809,0.8371,0.256,0.2059,0.8518,0.8928,0,0.9357,0.2121,0,0.9616,0,0,0.9126,0,0.5343
bremen_000169_000019,0.3165,0.7232,0.6015,0.5524,0.1976,0,0.1407,0,0,0.9468,0.0316,0.9328,0,0,0.9367,0.935,0,0.0158,0,0
bremen_000170_000019,0.3214,0.897,0.8613,0.3585,0.7799,0,0.2612,0,0.0673,0.9479,0.4039,0.9025,0,0,0.6278,0,0,0,0,0
bremen_000171_000019,0.4325,0.8671,0.9044,0.8551,0.4493,0,0.6247,0.5803,0.5478,0.8762,0,0.9313,0.8515,0,0.7292,0,0,0,0,0
bremen_000172_000019,0.3651,0.8548,0.8738,0.702,0.3111,0.381,0.4359,0,0.1894,0.9033,0,0.9231,0,0.526,0.7423,0,0,0,0,0.0949
bremen_000173_000019,0.3471,0.8165,0.2088,0.7552,0,0.8283,0.304,0,0.7704,0.8745,0.241,0.8456,0,0,0.951,0,0,0,0,0
bremen_000174_000019,0.3987,0.8167,0.3215,0.7783,0.1462,0.4264,0.3905,0.0642,0.2103,0.7564,0,0.9133,0.4173,0,0.8056,0.9022,0,0,0,0.626
bremen_000175_000019,0.3552,0.857,0.8593,0.8665,0,0,0.5148,0.0734,0.1731,0.7407,0,0.933,0.447,0,0.6872,0,0,0,0,0.597
bremen_000176_000019,0.4444,0.8952,0.8761,0.8584,0.3989,0.6048,0.1087,0.4682,0.2512,0.8708,0,0.8825,0.5525,0.3407,0.8039,0,0,0,0,0.5319
bremen_000177_000019,0.359,0.9349,0.5252,0.8809,0,0,0.3745,0,0.5665,0.8098,0.7363,0.9216,0.1902,0,0.8819,0,0,0,0,0
bremen_000178_000019,0.3584,0.8868,0.9487,0.8452,0.3638,0.3977,0.2248,0,0,0.7129,0,0,0.7329,0.2721,0.7709,0,0,0,0.2402,0.4131
bremen_000179_000019,0.3624,0.7718,0.6713,0.7001,0,0,0.5136,0,0.6743,0.8635,0.8462,0.917,0,0,0.9272,0,0,0,0,0
bremen_000180_000019,0.3319,0.9007,0.2727,0.5884,0,0,0.5149,0.374,0.244,0.8956,0.7863,0.9224,0,0,0.8073,0,0,0,0,0
bremen_000181_000019,0.3146,0.8738,0.1686,0.5828,0.3975,0.1744,0.4119,0,0,0.7942,0.7993,0.904,0,0,0.8691,0.0026,0,0,0,0
bremen_000182_000019,0.2863,0.8968,0.7185,0,0,0,0.3648,0.4368,0.4808,0.9518,0,0.8641,0,0,0.7263,0,0,0,0,0
bremen_000183_000019,0.3647,0.8691,0.2185,0.7401,0,0.4813,0.2757,0.5528,0.7492,0.88,0.3494,0.9016,0,0,0.9112,0,0,0,0,0
bremen_000184_000019,0.408,0.8941,0.8059,0.9124,0,0.6194,0.4836,0.3167,0.3138,0.1578,0,0.9479,0.535,0.6005,0.7771,0,0,0,0,0.3873
bremen_000185_000019,0.4176,0.904,0.5539,0.9223,0,0,0.6247,0.6172,0,0.7597,0.0137,0.9431,0.8134,0.6583,0.826,0,0,0,0,0.2978
bremen_000186_000019,0.3855,0.8829,0.8538,0.8839,0,0,0.5869,0.4257,0.2326,0.698,0.5537,0,0.5159,0.6478,0.6402,0,0,0,0,0.4025
bremen_000187_000019,0.3944,0.8086,0.8909,0.7255,0,0.6559,0.3238,0,0.4862,0.6218,0.5772,0.9065,0.7691,0,0.7292,0,0,0,0,0
bremen_000188_000019,0.3157,0.8814,0.8727,0.6494,0.0427,0.483,0.412,0,0.4893,0.8922,0,0.9433,0.3324,0,0,0,0,0,0,0
bremen_000189_000019,0.3559,0.8235,0.3047,0.9249,0.0802,0.5781,0.3672,0,0.627,0.8374,0.4193,0.8541,0,0,0.9452,0,0,0,0,0
bremen_000190_000019,0.4747,0.7837,0.1119,0.9105,0.633,0.5241,0.4946,0,0.7905,0.9147,0.8192,0.7494,0,0.673,0.9207,0,0,0,0,0.6946
bremen_000191_000019,0.3483,0.7608,0.4603,0.8275,0,0.4007,0.5401,0,0.5284,0.9158,0,0.9349,0.5071,0,0.7421,0,0,0,0,0
bremen_000192_000019,0.3834,0.8347,0.9386,0.8995,0,0,0.0918,0,0.5671,0.866,0,0.7657,0,0,0.949,0.6456,0,0,0,0.7269
bremen_000193_000019,0.3128,0.8364,0.5861,0.8815,0,0,0.5145,0,0.0036,0.8903,0.452,0.9314,0,0,0.8473,0,0,0,0,0
bremen_000194_000019,0.3339,0.9119,0.6565,0.9216,0,0,0.5785,0.3047,0.0153,0.7494,0,0.9057,0.5108,0,0.789,0,0,0,0,0
bremen_000195_000019,0.3102,0.8821,0.6152,0.8335,0,0,0.5003,0,0.4537,0.6604,0.1191,0.9483,0,0,0.8814,0,0,0,0,0
bremen_000196_000019,0.3286,0.8798,0.7937,0.7591,0,0.6367,0.3841,0,0.0856,0.8432,0,0.9293,0,0,0.9311,0,0,0,0,0
bremen_000197_000019,0.2864,0.8359,0.3374,0.001,0,0,0.2316,0,0.714,0.947,0.54,0.9076,0.0862,0,0.743,0.0978,0,0,0,0
bremen_000198_000019,0.2421,0.8556,0.5803,0.0863,0,0,0.1137,0.025,0.0622,0.8574,0.3119,0.9444,0,0.0126,0.751,0,0,0,0,0
bremen_000199_000019,0.4024,0.8686,0.0256,0,0,0.5896,0.7641,0.7355,0.8148,0.9388,0.0216,0.9213,0,0.618,0.6385,0,0,0,0,0.7092
bremen_000200_000019,0.3862,0.8111,0.5198,0.8276,0,0.3176,0.6236,0.0743,0.2457,0.9183,0.6024,0.8309,0,0.5531,0.6628,0,0,0,0,0.3511
bremen_000201_000019,0.3622,0.8464,0.4301,0.9117,0,0,0.3658,0,0.3895,0.9175,0.4273,0.7856,0.6207,0,0.5733,0,0,0,0,0.6144
bremen_000202_000019,0.3153,0.8136,0.1782,0.8735,0,0.0065,0.113,0.2814,0,0.9108,0.6325,0.8689,0,0,0.9444,0,0,0,0,0.3676
bremen_000203_000019,0.3462,0.7727,0,0.8614,0,0,0.2063,0,0.5828,0.923,0.5484,0.6167,0,0,0.9228,0,0,0,0.62,0.5238
bremen_000204_000019,0.3279,0.86,0.8339,0.95,0,0,0.3957,0,0,0.7058,0.7264,0.8725,0.0088,0,0.8771,0,0,0,0,0
bremen_000205_000019,0.4096,0.8887,0.5772,0.8613,0,0,0.209,0.2138,0.6546,0.7509,0.6319,0.9224,0.59,0,0.7724,0,0,0,0,0.7106
bremen_000206_000019,0.4195,0.7982,0.3757,0.9089,0,0,0.4954,0.5884,0.5043,0.8417,0.5594,0.9345,0.3049,0,0.9444,0,0,0,0,0.7153
bremen_000207_000019,0.3773,0.8293,0.8774,0.8893,0,0,0.1004,0,0.4498,0.8531,0,0.937,0.6747,0,0.9447,0,0,0,0,0.6138
bremen_000208_000019,0.3879,0.8888,0.9189,0.8776,0,0.3791,0.2598,0,0,0.788,0.5717,0.9215,0.5586,0,0.7494,0,0,0,0,0.4567
bremen_000209_000019,0.315,0.7185,0.0294,0.8223,0.1073,0,0.4467,0,0.6269,0.8811,0.0703,0.7648,0,0,0.9273,0,0,0,0,0.5899
bremen_000210_000019,0.3837,0.6927,0.0699,0.8437,0,0,0.3524,0.4373,0.487,0.8898,0.5048,0.851,0.5749,0,0.8913,0,0,0,0,0.6959
bremen_000211_000019,0.3113,0.8509,0.7529,0.7485,0,0,0.4589,0,0,0.8766,0.7692,0.2688,0,0,0.8782,0,0,0,0,0.3099
bremen_000212_000019,0.2569,0.7592,0.0011,0.8345,0,0,0.1402,0,0,0.8993,0.0755,0.6593,0,0,0.9189,0,0,0,0,0.5926
bremen_000213_000019,0.2858,0.7268,0.0014,0.8795,0,0.7274,0.3935,0,0.4742,0.848,0.094,0.3735,0,0,0.9115,0,0,0,0,0
bremen_000214_000019,0.3029,0.7375,0.0395,0.8705,0,0.7876,0.1729,0,0,0.9055,0,0.937,0.3479,0,0.9564,0,0,0,0,0
bremen_000215_000019,0.3508,0.76,0.4363,0.8613,0.7202,0.7855,0.3934,0,0.0433,0.9139,0,0.7941,0,0,0.9563,0,0,0,0,0
bremen_000216_000019,0.2963,0.7799,0.2788,0.7954,0,0,0.0927,0,0.1517,0.8345,0.2224,0.9332,0.5027,0,0.9223,0,0,0,0,0.1165
bremen_000217_000019,0.4842,0.8372,0.8928,0.6919,0,0.0016,0.3318,0.6426,0.4843,0.8635,0,0.8967,0.4092,0.8184,0.9415,0,0,0,0.8837,0.5045
bremen_000218_000019,0.4436,0.8116,0.7048,0.7615,0,0,0.5384,0,0.4166,0.8661,0.6801,0.9535,0.3989,0.6721,0.8332,0,0,0,0,0.7913
bremen_000219_000019,0.2913,0.771,0.0448,0.8346,0,0,0.1535,0,0.2098,0.7319,0.1321,0.9364,0.1016,0,0.9126,0,0,0,0,0.7058
bremen_000220_000019,0.476,0.8635,0.8174,0.8836,0,0,0.3779,0.523,0.6603,0.6968,0,0.9385,0.4666,0,0.4731,0.6286,0.887,0,0,0.8286
bremen_000221_000019,0.4565,0.8487,0.8964,0.9123,0,0,0.3662,0,0.2758,0.8443,0.5662,0.9474,0.3945,0.732,0.8818,0,0,0,0.4825,0.5259
bremen_000222_000019,0.3729,0.7909,0.2064,0.8855,0,0,0.0083,0,0.6611,0.8716,0.508,0.9478,0.3206,0.3007,0.9256,0,0,0,0,0.6576
bremen_000223_000019,0.3765,0.8044,0.6541,0.8896,0,0,0.2062,0.4044,0.1613,0.8659,0.5094,0.9365,0.0778,0,0.9109,0,0,0,0,0.7328
bremen_000224_000019,0.2916,0.5945,0.0871,0.9016,0,0,0,0,0.0035,0.866,0.1909,0.9534,0,0,0.9008,0,0,0,0.6713,0.3713
bremen_000225_000019,0.2953,0.8225,0,0.9411,0.3097,0,0.0078,0,0.7447,0.8869,0,0.941,0,0,0.9569,0,0,0,0,0
bremen_000226_000019,0.3359,0.7779,0.0757,0.7559,0.6879,0.7482,0.47,0,0,0.9318,0,0,0,0.5981,0.9409,0,0,0,0,0.396
bremen_000227_000019,0.249,0.8296,0,0.8188,0,0,0,0.1138,0.2634,0.8769,0,0.8673,0,0,0.9457,0,0,0,0,0.0155
bremen_000228_000019,0.2538,0.741,0.3358,0.9138,0,0,0,0,0.251,0.8506,0.0007,0.7747,0,0,0.9264,0,0,0,0,0.029
bremen_000229_000019,0.3335,0.8205,0.3547,0.8688,0,0,0.1624,0.4896,0,0.7016,0.3895,0.6358,0,0.5112,0.9151,0,0,0,0,0.4864
bremen_000230_000019,0.3722,0.8814,0.8532,0.9142,0.6795,0,0.3326,0.2595,0.6232,0.5728,0,0.9253,0,0,0.8065,0,0,0,0,0.224
bremen_000231_000019,0.4283,0.8705,0.9206,0.8798,0,0.8176,0.3168,0.1827,0.1167,0.839,0.1928,0.9321,0,0.6315,0.7865,0,0,0,0,0.652
bremen_000232_000019,0.4344,0.8808,0.9446,0.8828,0.3781,0.6467,0.3592,0,0.2711,0.9076,0.2909,0.9076,0,0,0.9138,0,0.8709,0,0,0
bremen_000233_000019,0.3971,0.8514,0.8916,0.8968,0,0.5716,0.371,0,0.2741,0.8932,0.372,0.9393,0.5872,0,0.8974,0,0,0,0,0
bremen_000234_000019,0.3219,0.8574,0.8948,0.8131,0,0.0117,0.511,0,0.009,0.8472,0.335,0.9464,0,0,0.8897,0,0,0,0,0
bremen_000235_000019,0.3968,0.871,0.9345,0.6651,0.4356,0.2923,0.184,0,0.0264,0.7875,0.2162,0.7682,0.7726,0,0.8944,0,0,0,0,0.6921
bremen_000236_000019,0.4334,0.865,0.9506,0.8879,0.4109,0.2368,0.5108,0,0.8222,0.8761,0.3373,0.8558,0,0,0.8664,0.614,0,0,0,0
bremen_000237_000019,0.3535,0.8578,0.8983,0.8211,0,0.5657,0.0468,0.1467,0,0.8841,0.1002,0.904,0,0,0.8824,0,0,0,0,0.6094
bremen_000238_000019,0.3574,0.8932,0.8372,0.902,0,0.307,0.4931,0.5567,0.1396,0.8613,0,0.9387,0,0,0.8626,0,0,0,0,0
bremen_000239_000019,0.3829,0.8872,0.6332,0.9037,0,0.3143,0.5123,0.4023,0.1131,0.8245,0,0.9405,0,0,0.8164,0,0,0.928,0,0
bremen_000240_000019,0.312,0.756,0.198,0.9101,0.1072,0.3992,0.6399,0,0,0.7762,0.2622,0.9452,0,0,0.9341,0,0,0,0,0
bremen_000241_000019,0.3253,0.7373,0.1854,0.6022,0,0,0.3368,0,0,0.8471,0.3703,0.8867,0.572,0,0.9116,0,0,0,0,0.731
bremen_000242_000019,0.3352,0.7552,0.205,0.6084,0.0108,0.2286,0.61,0,0.4422,0.9016,0.2945,0.9007,0.4421,0,0.9068,0.0632,0,0,0,0
bremen_000243_000019,0.401,0.7777,0,0.9241,0.4813,0.5541,0.5531,0,0,0.8356,0.8673,0.9034,0.7777,0,0.9455,0,0,0,0,0
bremen_000244_000019,0.3448,0.8768,0.2992,0.9413,0,0,0.5095,0,0,0.7762,0,0.9512,0.2907,0,0.1833,0.8756,0,0,0,0.8477
bremen_000245_000019,0.3139,0.7875,0.8468,0.9071,0,0,0.1474,0,0.6005,0.867,0,0.8686,0,0,0.9394,0,0,0,0,0
bremen_000246_000019,0.3762,0.7705,0.6791,0.8311,0,0,0.1495,0,0.6064,0.8304,0.4348,0.9359,0.3959,0,0.9064,0,0,0,0,0.6081
bremen_000247_000019,0.2768,0.8847,0.3718,0.895,0,0,0.4507,0,0,0.7704,0,0.9346,0,0,0.9525,0,0,0,0,0
bremen_000248_000019,0.3023,0.8975,0.7494,0.9474,0,0,0.0249,0,0,0.6683,0,0.9393,0,0.5522,0.9528,0,0,0,0,0.0124
bremen_000249_000019,0.3162,0.8993,0.628,0.941,0.3023,0,0,0,0.526,0.8641,0,0.9374,0.0119,0,0.8971,0,0,0,0,0
bremen_000250_000019,0.3441,0.8824,0.3753,0.9129,0,0,0.1652,0.0208,0.6332,0.8784,0,0.9503,0.2809,0,0.9059,0,0,0,0,0.5331
bremen_000251_000019,0.3203,0.8624,0.7567,0.876,0,0,0.3652,0.501,0,0.9018,0.4123,0.8786,0.1965,0,0.3344,0,0,0,0,0
bremen_000252_000019,0.4239,0.8667,0.6183,0.8707,0,0.4469,0.4988,0.401,0.8175,0.6869,0.6863,0.8769,0.6061,0,0.6785,0,0,0,0,0
bremen_000253_000019,0.4446,0.8434,0.8056,0.8309,0,0,0.5044,0.1984,0.6778,0.8761,0.4945,0.9242,0.1466,0.7832,0.9,0,0,0,0,0.4617
bremen_000254_000019,0.3274,0.8459,0.8943,0.5465,0.0137,0,0.2894,0.1199,0.1281,0.8594,0,0.8671,0.7172,0,0.9385,0,0,0,0,0
bremen_000255_000019,0.3184,0.8822,0.6806,0.872,0,0.0517,0.5105,0,0,0.8946,0,0.9498,0.2719,0,0.9354,0,0,0,0,0
bremen_000256_000019,0.3818,0.8432,0.9244,0.8309,0,0,0.4341,0.3282,0.5176,0.7567,0,0.924,0.7374,0,0.9576,0,0,0,0,0
bremen_000257_000019,0.3605,0.8171,0.7339,0.7888,0,0,0.5415,0.2602,0.3825,0.8931,0,0.6004,0.532,0,0.855,0,0,0,0,0.4441
bremen_000258_000019,0.4163,0.8915,0.8465,0.8415,0,0,0.4085,0.363,0.4155,0.6462,0,0.9065,0.6875,0.7355,0.8674,0,0,0,0,0.3003
bremen_000259_000019,0.3574,0.8363,0.3475,0.8912,0,0,0.4339,0,0.7741,0.8345,0,0.6062,0.1406,0,0.9597,0,0.9663,0,0,0
bremen_000260_000019,0.2918,0.8448,0.2657,0.9045,0,0,0.1154,0,0.4551,0.772,0.1936,0.9289,0.1783,0,0.8851,0,0,0,0,0
bremen_000261_000019,0.4533,0.8267,0.8223,0.9244,0,0,0.6276,0.7141,0.6096,0.8203,0.2856,0.92,0.613,0,0.8847,0,0,0,0.4397,0.1243
bremen_000262_000019,0.3744,0.9133,0.5732,0.8743,0,0,0.5702,0.6233,0.5888,0.7585,0.5302,0.8921,0.177,0,0.6124,0,0,0,0,0
bremen_000263_000019,0.3317,0.7274,0.9201,0.6219,0,0,0.3929,0,0,0.9171,0.4464,0.8861,0.5283,0,0.8626,0,0,0,0,0
bremen_000264_000019,0.3869,0.8534,0.4298,0.7542,0,0.647,0.1187,0.2607,0.3591,0.7912,0.6051,0.8822,0.4848,0,0.812,0,0,0,0,0.3522
bremen_000265_000019,0.2808,0.8802,0.2409,0.6817,0,0,0.389,0,0.0259,0.8866,0.4891,0.9425,0,0,0.7985,0,0,0,0,0
bremen_000266_000019,0.3053,0.8652,0.153,0.886,0,0.0307,0.3114,0,0.6131,0.8161,0.3164,0.9121,0,0,0.8971,0,0,0,0,0
bremen_000267_000019,0.3646,0.8826,0.4806,0.9174,0,0,0.5881,0.8099,0.1845,0.8214,0.637,0.9184,0,0,0.6877,0,0,0,0,0
bremen_000268_000019,0.3175,0.7557,0.0559,0.7571,0,0,0.6079,0,0.1207,0.8294,0.4892,0.876,0.2455,0,0.9502,0,0,0,0,0.3456
bremen_000269_000019,0.4136,0.8386,0.5877,0.6399,0.2331,0,0.621,0.401,0.8773,0.8498,0.3477,0.9393,0.1057,0,0.7097,0,0,0.7069,0,0
bremen_000270_000019,0.379,0.828,0.4161,0.8475,0,0,0.4212,0.5831,0.2579,0.8886,0.4504,0.9195,0,0,0.9519,0.636,0,0,0,0
bremen_000271_000019,0.3925,0.8487,0.8864,0.8411,0,0,0.457,0.4164,0.2819,0.8324,0.9177,0.9127,0,0,0.9517,0,0,0,0,0.1115
bremen_000272_000019,0.3783,0.8716,0.6637,0.8709,0.4243,0,0.3257,0,0.8565,0.8026,0.5634,0.8861,0,0,0.9221,0,0,0,0,0
bremen_000273_000019,0.4157,0.8426,0.7154,0.8688,0,0.5712,0.3221,0,0.7664,0.9148,0.0085,0.9101,0.5086,0,0.6843,0,0,0,0,0.7849
bremen_000274_000019,0.2563,0.8393,0.4464,0.8664,0,0,0,0,0,0.8644,0,0.8931,0,0,0.9603,0,0,0,0,0
bremen_000275_000019,0.3431,0.832,0.8542,0.7737,0,0,0.1785,0,0,0.8233,0.4701,0.8865,0,0,0.9576,0,0,0,0,0.7426
bremen_000276_000019,0.2892,0.7998,0,0.8133,0,0,0.0292,0,0,0.8993,0,0.8998,0.7478,0,0.9293,0,0,0,0.376,0
bremen_000277_000019,0.2952,0.7821,0.6638,0.2497,0.0908,0,0.4084,0.215,0.5829,0.8714,0,0.8069,0,0,0.9372,0,0,0,0,0
bremen_000278_000019,0.3132,0.8022,0,0.7813,0,0.4583,0.4815,0,0.1031,0.8909,0.6431,0.8495,0,0,0.9417,0,0,0,0,0
bremen_000279_000019,0.2617,0.7009,0,0.8678,0.248,0.6646,0.1768,0,0,0.9127,0.0398,0.4261,0,0,0.9366,0,0,0,0,0
bremen_000280_000019,0.3664,0.7813,0.8466,0.8101,0.0243,0.3935,0.594,0,0.4356,0.8013,0.5593,0.7694,0,0,0.9455,0,0,0,0,0
bremen_000281_000019,0.3507,0.8326,0.7972,0.7299,0,0.5902,0.1827,0,0.488,0.8167,0.4347,0.8478,0,0,0.9441,0,0,0,0,0
bremen_000282_000019,0.371,0.8292,0.7989,0.7734,0,0,0.4289,0,0.8119,0.8962,0.4008,0.7801,0.3889,0,0.9406,0,0,0,0,0
bremen_000283_000019,0.3645,0.7171,0.0124,0.8432,0.4691,0.6985,0.1377,0,0.3576,0.8933,0.1328,0.6615,0.2844,0.636,0.665,0,0,0,0,0.4164
bremen_000284_000019,0.2735,0.7672,0.3088,0.932,0,0,0.3222,0,0.565,0.886,0,0.4543,0,0,0.9612,0,0,0,0,0
bremen_000285_000019,0.3344,0.8578,0.7986,0.8301,0,0,0.3273,0,0.3977,0.8668,0.2911,0,0,0.5506,0.7109,0,0,0,0,0.7228
bremen_000286_000019,0.4351,0.7932,0.5829,0.7811,0.2385,0,0.6378,0.5963,0.8548,0.8866,0.0754,0.9415,0.2724,0,0.9105,0,0,0,0,0.6948
bremen_000287_000019,0.3752,0.7859,0.302,0.8052,0.7716,0,0.0243,0,0.3209,0.8746,0,0.939,0.5476,0,0.8475,0,0.9096,0,0,0
bremen_000288_000019,0.3791,0.8046,0.8168,0.7754,0,0,0.5646,0.3342,0.2405,0.8401,0.0468,0.8364,0.6957,0,0.7449,0,0,0,0,0.5024
bremen_000289_000019,0.3226,0.8059,0.4137,0.8819,0.2508,0.0047,0.3235,0,0.2156,0.8129,0.5951,0.4769,0,0,0.9461,0,0,0,0,0.4026
bremen_000290_000019,0.4626,0.8651,0.8754,0.8615,0,0.857,0.4201,0.3216,0.7414,0.86,0.324,0.9326,0.5693,0,0.6862,0,0,0,0,0.4756
